FX 76-MP-140
  0.3225919 0.1365534
  0.3155665 0.1359494
  0.3085471 0.1352992
  0.3015508 0.1346055
  0.2945939 0.1338674
  0.2876833 0.1330827
  0.2808165 0.1322483
  0.2739826 0.1313601
  0.2671674 0.1304163
  0.2603631 0.1294174
  0.2535704 0.128365
  0.2467981 0.1272617
  0.2400602 0.1261096
  0.2333663 0.1249079
  0.2267181 0.123655
  0.2201103 0.1223477
  0.2135321 0.1209829
  0.2069772 0.1195605
  0.2004474 0.1180821
  0.193953 0.1165514
  0.1875106 0.1149723
  0.1811317 0.1133449
  0.1748167 0.1116662
  0.1685554 0.1099307
  0.1623307 0.108133
  0.1561338 0.1062744
  0.1499734 0.1043617
  0.1438749 0.1024076
  0.1378738 0.1004228
  0.1319926 0.09840798
  0.1262333 0.09635809
  0.120582 0.09426307
  0.1150191 0.09211702
  0.1095415 0.08992422
  0.1041653 0.08769688
  0.09892153 0.08545261
  0.09384096 0.08319971
  0.08893381 0.08093568
  0.08419219 0.07865168
  0.07959716 0.07633651
  0.07513318 0.07398943
  0.07080098 0.07161956
  0.06661389 0.06924308
  0.06259237 0.06687811
  0.05875182 0.06453233
  0.05509256 0.06220502
  0.05160479 0.05989039
  0.04827274 0.0575821
  0.04508181 0.05528642
  0.04202953 0.05301952
  0.03912159 0.05080213
  0.0363667 0.04865513
  0.03377473 0.04658809
  0.03134772 0.0445985
  0.02907892 0.04267949
  0.02695735 0.04082241
  0.02497025 0.03901888
  0.02310325 0.03726617
  0.02134515 0.03556574
  0.01968792 0.03392025
  0.01812525 0.03233243
  0.01665164 0.0308045
  0.01526428 0.02933566
  0.01396324 0.02792029
  0.01274653 0.02655205
  0.01161072 0.02522484
  0.01055173 0.02393298
  0.009565222 0.02267135
  0.008646367 0.02143599
  0.007788838 0.02022556
  0.006986928 0.0190395
  0.006235806 0.01787742
  0.005531308 0.01673906
  0.004869789 0.01562424
  0.004248019 0.01453278
  0.003664214 0.01346411
  0.003120287 0.01241652
  0.002618329 0.01138833
  0.00215982 0.01037812
  0.001745711 0.009384688
  0.0013765 0.008406992
  0.001052294 0.007444139
  0.0007727965 0.006495758
  0.0005371234 0.005562437
  0.0003441224 0.004643979
  0.0001926823 0.003739345
  8.191879e-05 0.002846896
  1.130702e-05 0.001964542
  -1.921195e-05 0.001089819
  -9.124347e-06 0.0002198943
  4.290826e-05 -0.0006481961
  0.0001401268 -0.001515056
  0.0002871929 -0.00237935
  0.0004896466 -0.003238814
  0.0007539003 -0.00409013
  0.001087189 -0.004928743
  0.001495028 -0.005750131
  0.001974735 -0.006553877
  0.002521299 -0.007340532
  0.00312899 -0.008110625
  0.003791201 -0.008864666
  0.004500318 -0.00960314
  0.005251318 -0.01032571
  0.006044996 -0.01103062
  0.006882897 -0.01171591
  0.007766813 -0.01237952
  0.008698875 -0.01301925
  0.009681668 -0.01363273
  0.01071801 -0.01421827
  0.01180994 -0.01477701
  0.0129592 -0.0153108
  0.01416732 -0.0158218
  0.01543533 -0.01631247
  0.01676341 -0.01678581
  0.01815093 -0.01724488
  0.01959954 -0.01768927
  0.02111258 -0.01811676
  0.02269388 -0.01852495
  0.02434813 -0.01891134
  0.02608118 -0.01927323
  0.02790073 -0.01960801
  0.02981622 -0.01991519
  0.03183814 -0.02019578
  0.03397769 -0.02045148
  0.03624624 -0.02068503
  0.03865451 -0.02090071
  0.04121225 -0.02110144
  0.04392957 -0.02128393
  0.04681653 -0.02144349
  0.04988532 -0.02157481
  0.05315389 -0.02167194
  0.05664781 -0.02173105
  0.06039562 -0.02175175
  0.06442466 -0.02173562
  0.06875451 -0.02168723
  0.0733895 -0.02160841
  0.07832303 -0.02149331
  0.08354675 -0.02133496
  0.0890629 -0.02112632
  0.09488375 -0.02086549
  0.1010122 -0.0205547
  0.1074313 -0.02019932
  0.1141041 -0.01980262
  0.1209929 -0.01936504
  0.1280758 -0.01888678
  0.135348 -0.01837046
  0.142801 -0.01782264
  0.1504109 -0.01725211
  0.1581413 -0.01666578
  0.1659587 -0.01606701
  0.1738416 -0.01545827
  0.1817796 -0.01484134
  0.1897622 -0.01421824
  0.1977746 -0.01359136
  0.2057989 -0.01296373
  0.2138228 -0.01233851
  0.2218444 -0.01171812
  0.2298718 -0.01110359
  0.2379132 -0.01049301
  0.2459666 -0.009884401
  0.2540184 -0.009276778
  0.2620493 -0.008672476
  0.2700499 -0.008075946
  0.2780249 -0.007490605
  0.2859922 -0.00691811
  0.2939713 -0.006355772
  0.3019694 -0.005800332
  0.3099802 -0.005249479
  0.3179852 -0.004703187
  0.3259687 -0.00416491
  0.3339277 -0.003637742
  0.3418716 -0.003123868
  0.3498191 -0.002622982
  0.3577844 -0.002132078
  0.3657705 -0.001648593
  0.3737689 -0.001170677
  0.3817628 -0.0006988613
  0.3897413 -0.00023583
  0.3977043 0.0002162555
  0.405663 0.0006559146
  0.4136358 0.001084147
  0.4216354 0.001504342
  0.4296636 0.001919499
  0.4377102 0.002332028
  0.4457565 0.002741869
  0.4537885 0.003146314
  0.461803 0.003543016
  0.4698075 0.003930198
  0.4778171 0.004307967
  0.4858438 0.004678721
  0.4938901 0.005044652
  0.5019487 0.005407525
  0.5100045 0.00576747
  0.5180453 0.006122164
  0.526068 0.006469419
  0.5340787 0.006807476
  0.542091 0.007136238
  0.550117 0.007458799
  0.5581605 0.007778417
  0.566217 0.008098042
  0.5742741 0.008418932
  0.5823201 0.008738384
  0.5903491 0.009053274
  0.5983622 0.009360778
  0.6063659 0.00965989
  0.6143679 0.009954296
  0.6223736 0.01024844
  0.6303855 0.01054666
  0.638404 0.01085147
  0.646428 0.0111604
  0.6544556 0.01147006
  0.6624841 0.01177706
  0.6705098 0.01207997
  0.6785293 0.01238161
  0.6865394 0.01268535
  0.6945375 0.01299445
  0.7025222 0.01330887
  0.7104943 0.01362431
  0.7184571 0.01393635
  0.7264167 0.01424096
  0.7343766 0.01453735
  0.7423283 0.01482647
  0.7502494 0.01510881
  0.7581066 0.01538271
  0.7658762 0.0156403
  0.7735592 0.01587362
  0.7811786 0.01607598
  0.7887689 0.016246
  0.796348 0.01638738
  0.8039074 0.01650349
  0.8114152 0.01659582
  0.8188416 0.01665827
  0.8261839 0.01668331
  0.833465 0.01666416
  0.8407195 0.01659999
  0.8479603 0.01649546
  0.8551698 0.01635572
  0.8623082 0.01618228
  0.8693493 0.01596787
  0.8762995 0.0157041
  0.8831893 0.01538487
  0.8900411 0.01501419
  0.8968426 0.01459959
  0.903552 0.01414781
  0.9101328 0.01365528
  0.916581 0.0131151
  0.9229148 0.01252343
  0.9291348 0.01188893
  0.9352029 0.01122551
  0.9410636 0.01054008
  0.946693 0.009825418
  0.9521034 0.009073401
  0.95731 0.008289746
  0.9622948 0.007491821
  0.9670213 0.006691898
  0.971478 0.005878442
  0.9756908 0.005036983
  0.9796942 0.004187473
  0.9834963 0.003376863
  0.98708 0.002592088
  0.9904304 0.001697667
  0.9935942 0.0007276359
  0.9968289 0.0002520667
  1.0 0.0
