FX 73-CL3-152
  0.2361949 0.1443123
  0.2299501 0.1433805
  0.2237582 0.1423816
  0.2176262 0.1413171
  0.2115605 0.1401867
  0.2055646 0.1389884
  0.1996383 0.1377201
  0.1937789 0.136379
  0.1879814 0.1349631
  0.182241 0.1334724
  0.1765547 0.1319069
  0.170921 0.1302672
  0.1653393 0.1285539
  0.1598102 0.1267689
  0.1543346 0.1249142
  0.1489142 0.1229923
  0.1435511 0.1210056
  0.1382479 0.1189578
  0.1330088 0.1168532
  0.1278395 0.1146974
  0.1227474 0.1124967
  0.1177406 0.1102576
  0.112828 0.1079859
  0.1080181 0.1056877
  0.1033183 0.1033691
  0.09873543 0.1010363
  0.0942758 0.09869424
  0.08994458 0.09634787
  0.08574567 0.09400187
  0.08168163 0.09166067
  0.07775421 0.0893284
  0.0739646 0.08700909
  0.07031321 0.0847066
  0.06679954 0.08242457
  0.06342245 0.0801661
  0.06018065 0.0779335
  0.05707221 0.07572874
  0.05409452 0.07355355
  0.05124429 0.07140937
  0.04851791 0.06929724
  0.04591182 0.06721769
  0.04342202 0.06517092
  0.04104417 0.0631569
  0.0387737 0.06117539
  0.0366059 0.05922602
  0.03453594 0.05730889
  0.03255927 0.05542446
  0.03067164 0.05357323
  0.02886907 0.05175563
  0.02714772 0.04997199
  0.02550393 0.0482225
  0.02393473 0.04650673
  0.02243743 0.0448238
  0.02100921 0.04317273
  0.01964719 0.04155246
  0.01834847 0.0399619
  0.0171102 0.03839996
  0.01592969 0.03686554
  0.01480486 0.0353576
  0.01373384 0.03387524
  0.01271478 0.03241765
  0.01174588 0.03098408
  0.01082537 0.02957386
  0.009951482 0.02818634
  0.009122518 0.02682093
  0.008336788 0.02547713
  0.007592578 0.02415438
  0.006888152 0.02285198
  0.006221796 0.02156911
  0.005591846 0.02030492
  0.004996708 0.01905849
  0.004434864 0.01782891
  0.003905011 0.01661525
  0.003407139 0.01541665
  0.002941953 0.01423256
  0.002510123 0.01306285
  0.002112226 0.01190768
  0.0017487 0.01076741
  0.001419814 0.009642553
  0.001125644 0.008533725
  0.0008661088 0.007441629
  0.0006411685 0.006367094
  0.0004505791 0.005310111
  0.000293917 0.00426972
  0.0001707556 0.003244263
  8.079848e-05 0.002231553
  2.398525e-05 0.00122898
  5.850322e-07 0.0002335491
  1.126339e-05 -0.0007580326
  5.695572e-05 -0.001748322
  0.0001389802 -0.002738912
  0.0002590874 -0.003730731
  0.0004193912 -0.004724043
  0.0006222882 -0.00571841
  0.0008703531 -0.006712613
  0.001166183 -0.007704579
  0.001511357 -0.008691568
  0.001905814 -0.009670843
  0.002349268 -0.01063977
  0.002841395 -0.01159583
  0.003381901 -0.01253662
  0.003970582 -0.01345986
  0.004607394 -0.01436336
  0.00529248 -0.01524488
  0.006026111 -0.01610193
  0.00680868 -0.0169318
  0.007640706 -0.01773152
  0.008522857 -0.01849782
  0.009455959 -0.01922706
  0.01044083 -0.01991578
  0.01147714 -0.02056388
  0.01256397 -0.0211727
  0.01370022 -0.02174358
  0.01488452 -0.02227793
  0.01611513 -0.02277723
  0.01738984 -0.02324311
  0.01870738 -0.02367708
  0.02006903 -0.02408021
  0.02147638 -0.02445376
  0.02293103 -0.02479928
  0.02443453 -0.02511865
  0.02598839 -0.02541418
  0.02759405 -0.02568857
  0.02925377 -0.02594297
  0.03097062 -0.02617738
  0.03274789 -0.02639196
  0.0345891 -0.02658706
  0.03649801 -0.02676327
  0.0384786 -0.02692154
  0.04053532 -0.02706264
  0.04267342 -0.02718648
  0.04489853 -0.027293
  0.0472166 -0.02738236
  0.04963381 -0.02745503
  0.05215644 -0.02751187
  0.05479082 -0.02755315
  0.05754361 -0.02757695
  0.06042188 -0.02758084
  0.06343331 -0.02756207
  0.06658642 -0.02751753
  0.06989106 -0.02744388
  0.07335833 -0.02733842
  0.07699984 -0.0271987
  0.08082726 -0.02702233
  0.08485196 -0.02680711
  0.08908451 -0.02655064
  0.0935348 -0.02624931
  0.09821227 -0.02589924
  0.1031264 -0.02549656
  0.1082879 -0.02503752
  0.1137072 -0.02451944
  0.1193926 -0.02394075
  0.1253477 -0.02330129
  0.1315708 -0.02260141
  0.1380558 -0.02184014
  0.1447946 -0.02101694
  0.1517798 -0.02013181
  0.1590044 -0.01918582
  0.1664577 -0.0181816
  0.1741236 -0.01712336
  0.1819823 -0.01601505
  0.190015 -0.0148593
  0.198209 -0.0136582
  0.2065584 -0.01241461
  0.2150551 -0.0111346
  0.2236814 -0.009826554
  0.2324098 -0.008499988
  0.2412112 -0.007162493
  0.2500631 -0.005820447
  0.258951 -0.004478721
  0.2678657 -0.003139995
  0.2768004 -0.001806226
  0.2857507 -0.0004789214
  0.2947127 0.0008413904
  0.3036806 0.002154339
  0.312646 0.003459207
  0.3215998 0.004754113
  0.330535 0.006036369
  0.339448 0.007303769
  0.3483386 0.008554713
  0.3572072 0.009788192
  0.366053 0.01100314
  0.3748738 0.01219833
  0.383667 0.01337199
  0.3924325 0.01452222
  0.4011731 0.01564753
  0.4098946 0.01674705
  0.4186035 0.01782133
  0.4273042 0.01887119
  0.4359989 0.01989712
  0.4446878 0.02089935
  0.4533702 0.02187788
  0.4620454 0.02283274
  0.4707126 0.02376392
  0.4793708 0.02467131
  0.4880181 0.02555456
  0.4966514 0.02641323
  0.5052664 0.02724672
  0.5138586 0.02805368
  0.5224249 0.02883237
  0.5309645 0.02958129
  0.5394785 0.03029921
  0.5479685 0.03098562
  0.5564354 0.03164022
  0.5648791 0.03226265
  0.5732983 0.0328524
  0.5816911 0.03340867
  0.5900545 0.03393058
  0.5983847 0.03441724
  0.6066775 0.03486758
  0.6149301 0.03527984
  0.6231426 0.03565237
  0.631318 0.03598369
  0.6394608 0.03627313
  0.6475733 0.03652145
  0.6556526 0.03672942
  0.6636913 0.03689773
  0.6716789 0.03702555
  0.6796064 0.03711006
  0.6874685 0.03714864
  0.695263 0.03713891
  0.7029904 0.03707815
  0.7106531 0.03696329
  0.718255 0.03679129
  0.7258014 0.03655919
  0.7332993 0.03626431
  0.7407588 0.03590401
  0.7481937 0.0354751
  0.755621 0.03497411
  0.7630596 0.03440025
  0.7705258 0.03375402
  0.7780335 0.03303565
  0.7855939 0.03224553
  0.7932187 0.03138511
  0.8009214 0.03045572
  0.8087186 0.02945837
  0.8166269 0.02839734
  0.8246521 0.02728181
  0.8327826 0.02612447
  0.840989 0.02493635
  0.8492379 0.02372241
  0.8575013 0.02248658
  0.8657574 0.02123044
  0.8739922 0.01995298
  0.8821993 0.0186526
  0.8903721 0.01733279
  0.8984895 0.01600178
  0.9065174 0.01466755
  0.914427 0.01333223
  0.9222041 0.01199688
  0.9298318 0.01067305
  0.9372695 0.009379386
  0.9444685 0.008132865
  0.9514006 0.0069438
  0.9580525 0.005811615
  0.9644018 0.004730115
  0.9704286 0.003703793
  0.9761413 0.002742708
  0.9815586 0.001848428
  0.9866614 0.001031338
  0.9914718 0.0003641909
  0.9961305 -0.0002029231
  1.0 0.0
