NACA M3
  0.2396697 0.05786725
  0.2328282 0.05756222
  0.2260023 0.05723044
  0.2191922 0.05687124
  0.2123982 0.05648399
  0.2056207 0.05606803
  0.1988597 0.05562273
  0.1921154 0.05514739
  0.1853887 0.05464113
  0.1786815 0.05410315
  0.1719966 0.05353277
  0.1653376 0.05292948
  0.1587091 0.05229295
  0.1521162 0.05162302
  0.145565 0.05091964
  0.1390621 0.05018155
  0.132615 0.04940689
  0.1262314 0.04859419
  0.1199192 0.04774236
  0.1136861 0.04685072
  0.1075395 0.04591898
  0.1014867 0.04494727
  0.09553448 0.04393624
  0.08969677 0.04288926
  0.0840025 0.04181365
  0.07849063 0.04071998
  0.07320185 0.03962057
  0.06816934 0.03852231
  0.06340873 0.03742341
  0.0589192 0.03632174
  0.05468956 0.0352156
  0.05070319 0.03410374
  0.0469419 0.03298614
  0.04339436 0.03186954
  0.04005663 0.03076374
  0.03692635 0.0296779
  0.03399959 0.02861968
  0.03126972 0.02759484
  0.02872735 0.02660714
  0.02636111 0.0256586
  0.02415838 0.02474955
  0.02210693 0.02387013
  0.02019747 0.02300289
  0.01842249 0.02213673
  0.01677446 0.02126559
  0.0152452 0.02038683
  0.01382596 0.0194999
  0.01250772 0.01860546
  0.01128289 0.01770626
  0.01014824 0.01680977
  0.009099416 0.01592159
  0.008130887 0.01504478
  0.007236942 0.01418086
  0.00641216 0.01333037
  0.005651614 0.01249325
  0.004950932 0.01166912
  0.004306293 0.01085736
  0.003714391 0.01005728
  0.003172389 0.009268082
  0.002677871 0.008488984
  0.002228802 0.00771918
  0.001823488 0.006957871
  0.001460547 0.006204269
  0.001138885 0.005457595
  0.000857674 0.004717076
  0.0006163415 0.003981946
  0.0004145635 0.003251436
  0.0002522622 0.00252477
  0.0001296106 0.001801154
  4.704353e-05 0.001079772
  5.276547e-06 0.0003597668
  5.276547e-06 -0.0003597668
  4.704353e-05 -0.001079772
  0.0001296106 -0.001801154
  0.0002522622 -0.00252477
  0.0004145635 -0.003251436
  0.0006163415 -0.003981946
  0.000857674 -0.004717076
  0.001138885 -0.005457595
  0.001460547 -0.006204269
  0.001823488 -0.006957871
  0.002228802 -0.00771918
  0.002677871 -0.008488984
  0.003172389 -0.009268082
  0.003714391 -0.01005728
  0.004306293 -0.01085736
  0.004950932 -0.01166912
  0.005651614 -0.01249325
  0.00641216 -0.01333037
  0.007236942 -0.01418086
  0.008130887 -0.01504478
  0.009099416 -0.01592159
  0.01014824 -0.01680977
  0.01128289 -0.01770626
  0.01250772 -0.01860546
  0.01382596 -0.0194999
  0.0152452 -0.02038683
  0.01677446 -0.02126559
  0.01842249 -0.02213673
  0.02019747 -0.02300289
  0.02210693 -0.02387013
  0.02415838 -0.02474955
  0.02636111 -0.0256586
  0.02872735 -0.02660714
  0.03126972 -0.02759484
  0.03399959 -0.02861968
  0.03692635 -0.0296779
  0.04005663 -0.03076374
  0.04339436 -0.03186954
  0.0469419 -0.03298614
  0.05070319 -0.03410374
  0.05468956 -0.0352156
  0.0589192 -0.03632174
  0.06340873 -0.03742341
  0.06816934 -0.03852231
  0.07320185 -0.03962057
  0.07849063 -0.04071998
  0.0840025 -0.04181365
  0.08969677 -0.04288926
  0.09553448 -0.04393624
  0.1014867 -0.04494727
  0.1075395 -0.04591898
  0.1136861 -0.04685072
  0.1199192 -0.04774236
  0.1262314 -0.04859419
  0.132615 -0.04940689
  0.1390621 -0.05018155
  0.145565 -0.05091964
  0.1521162 -0.05162302
  0.1587091 -0.05229295
  0.1653376 -0.05292948
  0.1719966 -0.05353277
  0.1786815 -0.05410315
  0.1853887 -0.05464113
  0.1921154 -0.05514739
  0.1988597 -0.05562273
  0.2056207 -0.05606803
  0.2123982 -0.05648399
  0.2191922 -0.05687124
  0.2260023 -0.05723044
  0.2328282 -0.05756222
  0.2396697 -0.05786725
  0.2465262 -0.0581462
  0.2533973 -0.05839974
  0.2602823 -0.05862858
  0.2671807 -0.05883341
  0.2740917 -0.05901498
  0.2810144 -0.05917401
  0.287948 -0.05931126
  0.2948915 -0.05942751
  0.3018437 -0.05952353
  0.3088037 -0.05959992
  0.3157705 -0.05965692
  0.3227431 -0.05969472
  0.3297207 -0.05971353
  0.3367028 -0.05971356
  0.3436886 -0.05969505
  0.3506777 -0.05965822
  0.3576698 -0.05960332
  0.3646646 -0.05953058
  0.3716619 -0.05944024
  0.3786617 -0.05933254
  0.385664 -0.05920773
  0.392669 -0.05906604
  0.399677 -0.05890769
  0.4066883 -0.05873294
  0.4137034 -0.05854204
  0.4207226 -0.05833526
  0.4277462 -0.05811288
  0.4347744 -0.05787517
  0.4418071 -0.05762241
  0.4488446 -0.05735488
  0.4558865 -0.05707286
  0.4629328 -0.05677665
  0.4699832 -0.05646655
  0.4770374 -0.05614286
  0.4840948 -0.0558059
  0.4911549 -0.05545599
  0.4982172 -0.05509346
  0.5052808 -0.05471863
  0.512345 -0.05433161
  0.5194092 -0.05393239
  0.5264727 -0.05352096
  0.5335351 -0.0530973
  0.540596 -0.05266141
  0.5476552 -0.05221326
  0.5547125 -0.05175282
  0.5617678 -0.05128007
  0.5688212 -0.05079498
  0.5758729 -0.05029748
  0.582923 -0.04978753
  0.589972 -0.04926507
  0.5970202 -0.04873002
  0.6040683 -0.0481823
  0.6111169 -0.04762201
  0.6181666 -0.04704937
  0.6252179 -0.04646461
  0.6322714 -0.04586798
  0.6393275 -0.0452597
  0.6463866 -0.04464003
  0.6534489 -0.0440092
  0.6605148 -0.04336747
  0.6675845 -0.04271509
  0.674658 -0.04205233
  0.6817354 -0.04137946
  0.6888168 -0.04069674
  0.6959021 -0.04000446
  0.7029912 -0.03930292
  0.7100838 -0.03859224
  0.7171797 -0.03787242
  0.7242784 -0.03714343
  0.7313793 -0.03640527
  0.7384818 -0.03565793
  0.7455852 -0.03490145
  0.7526885 -0.03413586
  0.7597907 -0.03336121
  0.7668908 -0.03257758
  0.7739874 -0.03178506
  0.7810794 -0.03098375
  0.7881652 -0.0301738
  0.7952433 -0.02935533
  0.8023121 -0.02852853
  0.80937 -0.02769363
  0.8164157 -0.02685096
  0.8234488 -0.02600075
  0.8304691 -0.02514321
  0.8374773 -0.02427844
  0.8444746 -0.02340647
  0.8514625 -0.02252727
  0.8584434 -0.02164071
  0.8654201 -0.0207466
  0.8723958 -0.01984465
  0.8793745 -0.01893448
  0.8863607 -0.01801563
  0.8933594 -0.01708752
  0.9003765 -0.01614948
  0.9074176 -0.01520077
  0.9144805 -0.01424157
  0.9215477 -0.01327412
  0.9285862 -0.01230292
  0.935549 -0.0113345
  0.9423805 -0.01037689
  0.9490229 -0.009438613
  0.9554242 -0.00852767
  0.9615467 -0.007650171
  0.9673725 -0.006809569
  0.9728989 -0.006007076
  0.9781341 -0.005242313
  0.9830924 -0.004513888
  0.9877917 -0.003819829
  0.9922511 -0.003157899
  0.9964894 -0.002525788
  1.0 -0.002
