AS5046 (16%)
  0.09530276 0.06186976
  0.09001221 0.06035792
  0.08486469 0.05880807
  0.0798648 0.05722359
  0.07502034 0.05561001
  0.07034423 0.05397565
  0.06585142 0.05233074
  0.06155596 0.05068564
  0.05746848 0.04904649
  0.05359252 0.04741711
  0.0499253 0.04580033
  0.04645981 0.04419821
  0.04318828 0.04261402
  0.04010527 0.0410529
  0.03720604 0.03952039
  0.03448498 0.03802156
  0.03193547 0.0365598
  0.02955065 0.03513481
  0.02732162 0.033745
  0.02523813 0.03238848
  0.02328949 0.03106322
  0.02146525 0.02976719
  0.01975652 0.02849861
  0.01815597 0.02725634
  0.01665696 0.02603964
  0.01525322 0.02484804
  0.0139388 0.02368111
  0.01270801 0.02253844
  0.01155611 0.02141913
  0.01047898 0.02032153
  0.00947222 0.01924378
  0.008531438 0.01818399
  0.007652384 0.01714027
  0.006831072 0.01611084
  0.006063833 0.01509406
  0.005347976 0.01408885
  0.004682179 0.01309523
  0.004065456 0.01211374
  0.003496893 0.01114524
  0.00297552 0.01019072
  0.002500237 0.009251263
  0.002069772 0.008327892
  0.001682722 0.007421524
  0.001338004 0.006532341
  0.001034421 0.005659356
  0.00077049 0.004800802
  0.0005447059 0.003954421
  0.0003557153 0.003117647
  0.0002024246 0.002287701
  8.407307e-05 0.001461618
  3.36884e-07 0.0006363054
  -4.687692e-05 -0.0001888583
  -5.294387e-05 -0.001011152
  -1.261108e-05 -0.001827597
  8.001223e-05 -0.002635078
  0.00023165 -0.003430228
  0.0004501043 -0.00420931
  0.0007445719 -0.004968054
  0.001122492 -0.005703518
  0.001582257 -0.006418104
  0.002120633 -0.007114989
  0.00273417 -0.00779715
  0.003418681 -0.008467422
  0.004168545 -0.009128536
  0.004975762 -0.009783105
  0.005830596 -0.01043338
  0.006731762 -0.01108032
  0.007682037 -0.01172472
  0.008684335 -0.01236779
  0.009741728 -0.01301135
  0.0108575 -0.01365796
  0.01203526 -0.0143112
  0.01327907 -0.01497597
  0.01459387 -0.01565807
  0.01598591 -0.01636019
  0.01746239 -0.01708377
  0.01903129 -0.01783036
  0.02070142 -0.01860161
  0.02248247 -0.01939924
  0.02438494 -0.02022505
  0.02642016 -0.02108088
  0.02860152 -0.02196909
  0.03094415 -0.02289256
  0.0334642 -0.02385443
  0.03617837 -0.02485828
  0.03910348 -0.02590818
  0.04225623 -0.02700836
  0.04565249 -0.02815992
  0.04930488 -0.02936163
  0.05322134 -0.03061058
  0.05740518 -0.03190253
  0.0618569 -0.03323238
  0.06657211 -0.03459314
  0.07153897 -0.03597622
  0.07674056 -0.03737257
  0.08215886 -0.0387738
  0.08777373 -0.0401716
  0.09356146 -0.04155796
  0.09949744 -0.04292585
  0.1055592 -0.0442691
  0.1117274 -0.04558179
  0.1179864 -0.04685942
  0.1243258 -0.04809913
  0.1307408 -0.04930009
  0.1372272 -0.0504626
  0.1437798 -0.05158706
  0.1503923 -0.05267398
  0.1570578 -0.05372349
  0.1637706 -0.05473556
  0.170526 -0.05571053
  0.1773208 -0.05664908
  0.1841535 -0.05755213
  0.1910221 -0.05842052
  0.1979236 -0.05925504
  0.2048537 -0.06005644
  0.2118071 -0.0608252
  0.2187789 -0.06156105
  0.2257659 -0.06226373
  0.2327665 -0.06293326
  0.2397811 -0.06356982
  0.2468111 -0.06417401
  0.2538572 -0.06474657
  0.2609191 -0.06528815
  0.2679949 -0.06579935
  0.2750817 -0.06628058
  0.2821765 -0.06673176
  0.289277 -0.06715276
  0.296382 -0.06754354
  0.3034915 -0.06790412
  0.3106062 -0.06823464
  0.3177267 -0.06853532
  0.3248529 -0.0688064
  0.3319837 -0.06904805
  0.3391174 -0.06926046
  0.3462517 -0.06944365
  0.353385 -0.06959745
  0.3605169 -0.0697217
  0.3676482 -0.06981626
  0.3747812 -0.069881
  0.3819186 -0.06991605
  0.3890619 -0.06992193
  0.3962096 -0.06989919
  0.403358 -0.0698484
  0.4105004 -0.06977024
  0.4176285 -0.06966453
  0.4247352 -0.06952979
  0.4318161 -0.06936449
  0.4388697 -0.0691671
  0.445897 -0.06893611
  0.4529012 -0.06867025
  0.4598857 -0.06836887
  0.4668535 -0.06803141
  0.4738066 -0.06765728
  0.4807467 -0.06724586
  0.4876747 -0.06679657
  0.4945904 -0.06630886
  0.5014921 -0.06578231
  0.5083768 -0.06521664
  0.5152398 -0.06461181
  0.5220753 -0.06396788
  0.5288784 -0.06328407
  0.5356484 -0.06255874
  0.5423898 -0.06178976
  0.5491117 -0.06097428
  0.5558279 -0.06010864
  0.5625557 -0.05919056
  0.5693103 -0.05822057
  0.5761015 -0.05719983
  0.5829338 -0.05613029
  0.5898056 -0.05501489
  0.5967092 -0.05385731
  0.6036366 -0.05266004
  0.6105842 -0.05142459
  0.6175541 -0.05015157
  0.6245541 -0.04884048
  0.6315981 -0.04749004
  0.6387017 -0.04610193
  0.6458733 -0.04468088
  0.6531111 -0.04323397
  0.6604018 -0.04177103
  0.6677199 -0.04030457
  0.6750332 -0.03884637
  0.6823177 -0.03740528
  0.68956 -0.03598775
  0.6967575 -0.03459793
  0.7039172 -0.03323788
  0.711052 -0.03190692
  0.7181736 -0.03060325
  0.7252905 -0.0293257
  0.7324087 -0.0280737
  0.7395311 -0.02684724
  0.7466586 -0.02564642
  0.7537911 -0.02447098
  0.7609287 -0.02332056
  0.7680718 -0.02219479
  0.7752209 -0.02109326
  0.7823766 -0.0200156
  0.7895388 -0.01896164
  0.796706 -0.01793138
  0.8038754 -0.01692502
  0.8110428 -0.01594289
  0.8182033 -0.01498593
  0.8253536 -0.01405557
  0.832493 -0.01315292
  0.839623 -0.01227877
  0.8467474 -0.01143355
  0.8538703 -0.01061684
  0.8609932 -0.009828184
  0.8681146 -0.009067447
  0.87523 -0.008334812
  0.8823331 -0.007631211
  0.8894196 -0.006957956
  0.8964877 -0.006316056
  0.9035382 -0.005706167
  0.9105719 -0.005127454
  0.9175828 -0.004578352
  0.9245576 -0.004057779
  0.9314751 -0.00356344
  0.9383044 -0.003087793
  0.9450048 -0.002623152
  0.9515299 -0.002165486
  0.9578195 -0.001725413
  0.963796 -0.001317641
  0.9693932 -0.0009581189
  0.9746038 -0.000677095
  0.9794801 -0.0004953346
  0.9840911 -0.0004224342
  0.9884814 -0.0004591802
  0.9926637 -0.0006056376
  0.9966496 -0.0009021901
  1.0 -0.00134
