S8055 (12%) 
  0.6230007 -0.02984214
  0.6298764 -0.02938136
  0.6367444 -0.0289084
  0.643605 -0.02842268
  0.6504604 -0.0279235
  0.6573145 -0.0274101
  0.6641719 -0.02688241
  0.6710364 -0.02634088
  0.6779101 -0.02578607
  0.6847936 -0.02521867
  0.6916864 -0.02463946
  0.6985862 -0.02404924
  0.7054915 -0.02344852
  0.7124015 -0.02283773
  0.7193169 -0.02221718
  0.7262394 -0.02158708
  0.7331716 -0.02094767
  0.7401163 -0.02029973
  0.7470744 -0.01964424
  0.7540455 -0.01898237
  0.7610272 -0.01831548
  0.7680157 -0.01764513
  0.7750067 -0.01697311
  0.7819964 -0.01630122
  0.7889817 -0.0156312
  0.7959602 -0.01496468
  0.8029301 -0.01430312
  0.8098904 -0.0136475
  0.8168408 -0.01299869
  0.8237817 -0.01235749
  0.830714 -0.01172461
  0.8376393 -0.01110054
  0.8445582 -0.01048563
  0.8514705 -0.00988031
  0.8583753 -0.009285078
  0.8652709 -0.008700586
  0.872156 -0.008127675
  0.8790306 -0.00756711
  0.8858958 -0.007019552
  0.8927537 -0.006485481
  0.8996049 -0.005965172
  0.9064468 -0.005459073
  0.9132736 -0.004967848
  0.9200778 -0.004492629
  0.9268552 -0.004034782
  0.9336065 -0.003595311
  0.9403355 -0.003173737
  0.9470317 -0.002766157
  0.9536573 -0.002369456
  0.9601519 -0.001982277
  0.9664427 -0.001605082
  0.9724587 -0.001239509
  0.9781383 -0.000894134
  0.9834281 -0.0005807684
  0.9882968 -0.0003125994
  0.9927356 -0.0001062652
  0.9967671 1.071427e-05
  1.0 0.0
