FX 73-K-170/22
  0.01936114 0.02782765
  0.01722484 0.0259648
  0.0152907 0.024208
  0.01354399 0.02254869
  0.01197073 0.02097891
  0.0105558 0.01949173
  0.00928368 0.01808055
  0.008139617 0.01673916
  0.00710964 0.0154608
  0.006180226 0.01423794
  0.005339275 0.0130633
  0.004576401 0.01193031
  0.003882926 0.0108332
  0.003253146 0.009767437
  0.002684213 0.008731438
  0.002174123 0.007725924
  0.001720789 0.006752643
  0.00132161 0.005813479
  0.0009734112 0.004909898
  0.0006756236 0.004042579
  0.0004309378 0.003209296
  0.0002402513 0.002404747
  0.0001038771 0.001622278
  2.266841e-05 0.0008546264
  -1.210359e-06 9.398171e-05
  3.588857e-05 -0.0006674155
  0.0001369541 -0.001432102
  0.0003065808 -0.002199005
  0.0005520233 -0.002964655
  0.0008830477 -0.003722306
  0.001311101 -0.004461096
  0.001840667 -0.005174923
  0.002467727 -0.005865634
  0.003185441 -0.006536531
  0.003983668 -0.007192438
  0.00484916 -0.007839885
  0.005779116 -0.008483442
  0.006780062 -0.009126052
  0.007859426 -0.009771621
  0.009025212 -0.01042543
  0.01028564 -0.01109437
  0.01164998 -0.01178255
  0.01312935 -0.01249011
  0.01473618 -0.01321683
  0.01648464 -0.01396238
  0.018392 -0.01472685
  0.02048089 -0.01551236
  0.02277814 -0.01632276
  0.02531295 -0.01716314
  0.02811438 -0.01803993
  0.03120944 -0.01895557
  0.03462096 -0.01990659
  0.03836542 -0.02088777
  0.04245795 -0.02189438
  0.04690925 -0.02292131
  0.051713 -0.0239622
  0.05684428 -0.02500947
  0.06226368 -0.02605087
  0.06792442 -0.02707484
  0.07378652 -0.02807358
  0.07981697 -0.0290412
  0.08598592 -0.029974
  0.09227006 -0.03087044
  0.09864921 -0.03172999
  0.1051036 -0.03255304
  0.1116152 -0.03333983
  0.1181708 -0.03408949
  0.124763 -0.03480193
  0.1313906 -0.03547818
  0.1380537 -0.03612031
  0.1447494 -0.03673034
  0.1514714 -0.03730999
  0.1582123 -0.03785963
  0.1649675 -0.03837928
  0.1717358 -0.03886928
  0.1785191 -0.03933047
  0.1853191 -0.03976418
  0.1921355 -0.04017171
  0.1989656 -0.04055422
  0.2058051 -0.04091221
  0.2126509 -0.04124565
  0.2195014 -0.04155461
  0.226357 -0.04183927
  0.2332191 -0.04210007
  0.2400885 -0.04233759
  0.2469651 -0.04255236
  0.2538474 -0.0427449
  0.2607336 -0.04291547
  0.2676226 -0.04306416
  0.2745142 -0.0431911
  0.2814097 -0.04329643
  0.288311 -0.04338048
  0.295219 -0.04344383
  0.3021327 -0.04348708
  0.3090492 -0.04351083
  0.3159642 -0.04351541
  0.3228737 -0.04350022
  0.3297759 -0.04346446
  0.3366716 -0.04340735
  0.343564 -0.04332812
  0.3504575 -0.04322676
  0.3573548 -0.04310383
  0.3642565 -0.04295992
  0.3711608 -0.04279567
  0.3780642 -0.04261148
  0.3849623 -0.04240683
  0.3918518 -0.04218104
  0.3987307 -0.04193342
  0.4055977 -0.04166327
  0.4124525 -0.04136982
  0.4192957 -0.04105223
  0.4261285 -0.04070961
  0.4329525 -0.04034103
  0.4397702 -0.03994555
  0.4465841 -0.03952285
  0.4533956 -0.03907295
  0.4602048 -0.03859594
  0.4670108 -0.03809202
  0.4738113 -0.03756133
  0.4806039 -0.03700347
  0.4873869 -0.03641783
  0.4941595 -0.03580376
  0.5009216 -0.03516053
  0.5076741 -0.03448749
  0.5144187 -0.03378424
  0.5211581 -0.0330503
  0.5278959 -0.03228504
  0.5346365 -0.03148765
  0.5413853 -0.03065793
  0.5481476 -0.02979699
  0.5549272 -0.02890618
  0.5617272 -0.027987
  0.5685492 -0.0270411
  0.5753939 -0.02607046
  0.5822615 -0.02507733
  0.5891516 -0.02406412
  0.5960632 -0.02303336
  0.6029951 -0.02198783
  0.6099447 -0.02093124
  0.6169081 -0.01986803
  0.623879 -0.01880298
  0.6308491 -0.01774123
  0.6378088 -0.01668774
  0.6447505 -0.01564632
  0.6516709 -0.01461995
  0.6585711 -0.01361092
  0.6654561 -0.01262076
  0.6723327 -0.01164955
  0.6792053 -0.01069694
  0.6860752 -0.009763067
  0.6929407 -0.008848438
  0.699798 -0.007954213
  0.7066439 -0.007082098
  0.7134779 -0.006233502
  0.7203021 -0.005409493
  0.7271212 -0.004610687
  0.73394 -0.003836651
  0.7407608 -0.003086897
  0.7475833 -0.002361256
  0.7544044 -0.001659889
  0.7612197 -0.0009838077
  0.7680266 -0.0003343317
  0.7748247 0.0002874618
  0.7816156 0.0008807246
  0.7884022 0.001445128
  0.7951858 0.001980573
  0.8019661 0.002486804
  0.8087404 0.00296339
  0.8155053 0.003409296
  0.8222589 0.003823223
  0.8290008 0.004204019
  0.8357326 0.004550691
  0.8424557 0.004862553
  0.8491695 0.005138933
  0.8558715 0.005379094
  0.8625577 0.005581924
  0.8692266 0.005745853
  0.8758803 0.005869387
  0.8825246 0.005951427
  0.8891625 0.005992367
  0.8957894 0.005992956
  0.9023928 0.005953624
  0.9089591 0.005872212
  0.9154816 0.005745765
  0.9219604 0.005572308
  0.9283914 0.005353987
  0.9347553 0.005094727
  0.941017 0.004798123
  0.9471209 0.00446718
  0.9529985 0.004106564
  0.9585936 0.003717691
  0.9638793 0.003301387
  0.9688358 0.00287333
  0.9734044 0.002465851
  0.9775317 0.002087412
  0.9812254 0.001686364
  0.9845365 0.001230277
  0.9875274 0.0007946132
  0.9902776 0.0004982358
  0.9928795 0.0003282769
  0.9954301 -0.0001130891
  0.9979128 -0.0008702148
  1.0 0.0
