AH-7-47-6 AIRFOIL
  0.01194386 0.01767234
  0.009930623 0.01600094
  0.008281681 0.014573
  0.006903311 0.01331822
  0.005731036 0.01219013
  0.004721826 0.01115818
  0.003846362 0.01020166
  0.003084005 0.009305932
  0.00241981 0.008460305
  0.001842709 0.007656685
  0.001344374 0.006888784
  0.0009184926 0.006151599
  0.00056028 0.005441062
  0.0002661537 0.004753803
  3.351272e-05 0.004086974
  -0.0001394118 0.003438132
  -0.0002536528 0.002805137
  -0.0003095616 0.002186086
  -0.0003068284 0.001579254
  -0.0002444692 0.0009830386
  -0.0001207783 0.0003959239
  6.672533e-05 -0.0001835616
  0.0003192013 -0.0007565126
  0.0006350702 -0.001323312
  0.001013163 -0.00188407
  0.001452963 -0.002438661
  0.001954557 -0.002986708
  0.002518606 -0.003527539
  0.003146334 -0.004060123
  0.003839534 -0.00458298
  0.004600581 -0.00509404
  0.005432443 -0.005590449
  0.006338671 -0.006068269
  0.007323353 -0.006522053
  0.008390933 -0.006944192
  0.009545805 -0.007323941
  0.01079139 -0.007645947
  0.01212816 -0.007888086
  0.01355156 -0.008020314
  0.015066 -0.00802103
  0.01668573 -0.007878702
  0.01842783 -0.00758751
  0.0203128 -0.007153186
  0.02236586 -0.006602031
  0.0246202 -0.005993216
  0.02712105 -0.005420063
  0.02990671 -0.004924519
  0.03300329 -0.004513897
  0.0364226 -0.004186428
  0.04015367 -0.003924069
  0.0441605 -0.003685662
  0.04839323 -0.003403629
  0.05281391 -0.002989386
  0.05742525 -0.00241099
  0.06224743 -0.001694533
  0.0672988 -0.0008807538
  0.07259216 -2.802661e-05
  0.07812899 0.0007878105
  0.08388623 0.001537465
  0.08982313 0.002248306
  0.0958967 0.002958113
  0.1020681 0.003711506
  0.1083102 0.004534103
  0.114606 0.005415297
  0.1209417 0.006340403
  0.1273064 0.00729424
  0.1336932 0.008261568
  0.1400993 0.009227387
  0.1465264 0.0101771
  0.1529807 0.01109682
  0.1594705 0.01198184
  0.1660027 0.01283699
  0.1725818 0.01366737
  0.1792105 0.01447793
  0.1858891 0.0152735
  0.1926152 0.0160588
  0.1993836 0.01683849
  0.2061862 0.01761625
  0.2130133 0.01839131
  0.2198396 0.01915977
  0.2266585 0.01991993
  0.2334769 0.02067158
  0.2403009 0.02141441
  0.2471351 0.02214789
  0.2539651 0.02286948
  0.2607791 0.02357703
  0.267575 0.02426943
  0.2743518 0.02494572
  0.281109 0.02560504
  0.2878475 0.02624665
  0.2945685 0.02686989
  0.3012745 0.02747417
  0.3079683 0.02805923
  0.3146527 0.02862543
  0.3213306 0.02917314
  0.3280043 0.02970271
  0.3346759 0.03021441
  0.3413476 0.03070851
  0.3480211 0.0311852
  0.3546979 0.03164467
  0.3613795 0.03208707
  0.3680669 0.03251252
  0.3747612 0.03292112
  0.3814631 0.03331295
  0.3881733 0.03368805
  0.394892 0.03404647
  0.4016194 0.03438823
  0.4083555 0.03471352
  0.4151001 0.03502281
  0.4218531 0.03531662
  0.4286141 0.03559546
  0.4353827 0.03585984
  0.4421584 0.03611029
  0.4489408 0.03634735
  0.455729 0.03657152
  0.4625225 0.03678337
  0.4693204 0.03698341
  0.4761218 0.03717221
  0.4829257 0.0373503
  0.489731 0.03751826
  0.4965366 0.03767663
  0.5033412 0.03782595
  0.5101435 0.03796621
  0.5169424 0.03809683
  0.5237371 0.03821722
  0.5305268 0.03832684
  0.537311 0.0384251
  0.5440892 0.03851147
  0.5508613 0.03858541
  0.5576275 0.03864636
  0.5643877 0.03869381
  0.5711424 0.03872722
  0.5778922 0.03874606
  0.5846378 0.03874979
  0.59138 0.03873788
  0.5981199 0.03870977
  0.6048588 0.03866495
  0.6115979 0.03860312
  0.6183381 0.0385241
  0.6250801 0.03842772
  0.6318243 0.0383138
  0.6385708 0.03818217
  0.6453192 0.03803264
  0.6520692 0.03786507
  0.6588198 0.03767929
  0.66557 0.03747518
  0.6723182 0.03725263
  0.6790629 0.03701155
  0.6858018 0.03675189
  0.6925329 0.03647364
  0.6992534 0.03617681
  0.7059607 0.03586141
  0.712652 0.03552718
  0.7193256 0.03517374
  0.7259805 0.03480072
  0.7326165 0.03440769
  0.7392342 0.0339942
  0.7458349 0.03355976
  0.7524208 0.03310378
  0.7589944 0.03262564
  0.7655593 0.03212459
  0.7721197 0.03159981
  0.7786803 0.03105034
  0.7852467 0.03047508
  0.7918254 0.02987276
  0.7984236 0.02924193
  0.8050495 0.02858093
  0.8117113 0.02788835
  0.8184149 0.02716304
  0.825164 0.02640403
  0.8319592 0.02561062
  0.8387744 0.02478537
  0.8455496 0.02393565
  0.8522897 0.02306128
  0.8590067 0.02216102
  0.865715 0.02123308
  0.872432 0.02027503
  0.8791781 0.01928365
  0.8859594 0.01825755
  0.8926714 0.01721272
  0.8992689 0.01615729
  0.9057288 0.01509654
  0.9120318 0.0140354
  0.9181639 0.01297821
  0.9241159 0.01192858
  0.9298833 0.01088943
  0.9354647 0.00986303
  0.9408617 0.008851076
  0.9460783 0.007854772
  0.9511195 0.006874911
  0.9559918 0.005911954
  0.960702 0.004966102
  0.9652575 0.004037349
  0.9696657 0.003125536
  0.9739339 0.002230386
  0.9780692 0.001351542
  0.9820785 0.0004885876
  0.9859686 -0.0003589332
  0.9897456 -0.001191498
  0.9934156 -0.002009597
  0.996984 -0.002813724
  1.0 -0.0035
