  SD7080 (9.2%)
  0.01666795 0.02018364
  0.01457108 0.01868698
  0.0127024 0.01725627
  0.01100879 0.01586286
  0.009451354 0.0144827
  0.008010625 0.01310605
  0.006697266 0.01175433
  0.005529855 0.01046479
  0.00451379 0.009267245
  0.003637782 0.008173211
  0.002882106 0.007179432
  0.002235531 0.006274447
  0.00169064 0.005441232
  0.001236407 0.004663091
  0.0008630158 0.003926328
  0.0005630575 0.003220022
  0.0003315169 0.002535277
  0.0001655626 0.001864505
  6.44305e-05 0.001200817
  2.949993e-05 0.000537468
  6.241142e-05 -0.0001313997
  0.0001611498 -0.0008080568
  0.0003249974 -0.001493499
  0.0005553127 -0.00218795
  0.0008553749 -0.002890566
  0.001230343 -0.00359886
  0.001687177 -0.004307633
  0.00223421 -0.005007157
  0.002880962 -0.00568556
  0.00364005 -0.006339849
  0.004526484 -0.006969585
  0.005557404 -0.007575708
  0.006751695 -0.008161844
  0.008128476 -0.00873672
  0.009703078 -0.009318648
  0.01148152 -0.009939731
  0.01348406 -0.01061674
  0.01573978 -0.01134743
  0.01826477 -0.01212005
  0.0210575 -0.01291253
  0.024115 -0.01369837
  0.02747025 -0.01446228
  0.03117778 -0.01520442
  0.03529571 -0.01592774
  0.03986947 -0.01663714
  0.04489127 -0.01733901
  0.0502692 -0.018023
  0.05586362 -0.01866537
  0.06154606 -0.01925072
  0.06725322 -0.01977586
  0.07299527 -0.02024644
  0.07880024 -0.02066932
  0.08468638 -0.02105003
  0.09065983 -0.02139328
  0.09671202 -0.02170324
  0.1028219 -0.02198211
  0.1089686 -0.02223059
  0.1151361 -0.02244992
  0.121314 -0.02264189
  0.1274982 -0.02280865
  0.1336904 -0.02295232
  0.1398942 -0.02307449
  0.1461122 -0.02317658
  0.1523457 -0.02325997
  0.1585951 -0.02332604
  0.1648593 -0.0233762
  0.1711359 -0.02341165
  0.1774225 -0.02343313
  0.1837171 -0.02344134
  0.1900178 -0.02343697
  0.1963233 -0.02342076
  0.2026328 -0.02339343
  0.2089456 -0.02335571
  0.2152616 -0.02330809
  0.2215807 -0.02325089
  0.2279027 -0.0231844
  0.2342275 -0.02310896
  0.2405551 -0.02302486
  0.2468853 -0.02293242
  0.2532181 -0.02283196
  0.2595533 -0.02272377
  0.2658911 -0.02260812
  0.2722312 -0.02248529
  0.2785736 -0.02235556
  0.2849183 -0.0222192
  0.2912651 -0.0220765
  0.2976141 -0.02192774
  0.303965 -0.02177317
  0.3103178 -0.02161301
  0.3166724 -0.02144746
  0.3230288 -0.02127672
  0.3293867 -0.02110098
  0.3357461 -0.02092046
  0.3421069 -0.02073536
  0.3484689 -0.02054587
  0.3548321 -0.02035218
  0.3611964 -0.0201544
  0.3675615 -0.01995265
  0.3739276 -0.01974703
  0.3802944 -0.01953766
  0.386662 -0.01932464
  0.3930303 -0.01910809
  0.3993993 -0.01888812
  0.405769 -0.01866483
  0.4121393 -0.0184383
  0.4185104 -0.01820864
  0.4248821 -0.01797591
  0.4312544 -0.0177402
  0.4376274 -0.0175016
  0.444001 -0.0172602
  0.4503751 -0.01701609
  0.4567498 -0.01676934
  0.463125 -0.01652003
  0.4695006 -0.01626825
  0.4758767 -0.01601405
  0.4822532 -0.01575751
  0.4886303 -0.0154987
  0.495008 -0.01523769
  0.5013862 -0.01497455
  0.5077652 -0.01470934
  0.5141451 -0.01444216
  0.5205258 -0.01417312
  0.5269075 -0.01390235
  0.5332902 -0.01362997
  0.5396741 -0.01335611
  0.5460589 -0.01308089
  0.5524449 -0.01280445
  0.5588318 -0.01252691
  0.5652197 -0.0122484
  0.5716085 -0.01196898
  0.5779981 -0.01168872
  0.5843884 -0.01140768
  0.5907791 -0.01112591
  0.5971703 -0.01084349
  0.6035616 -0.01056047
  0.6099529 -0.01027691
  0.616344 -0.009992897
  0.6227347 -0.00970855
  0.6291247 -0.009424057
  0.6355141 -0.009139606
  0.6419028 -0.008855377
  0.6482907 -0.008571551
  0.654678 -0.008288304
  0.6610649 -0.00800581
  0.6674516 -0.007724239
  0.6738382 -0.007443709
  0.680225 -0.007164269
  0.6866119 -0.006885971
  0.6929988 -0.006608873
  0.6993855 -0.006333038
  0.7057715 -0.006058537
  0.7121562 -0.005785445
  0.7185389 -0.00551385
  0.7249188 -0.005244003
  0.7312954 -0.004976329
  0.7376684 -0.004711245
  0.7440375 -0.00444916
  0.7504031 -0.004190467
  0.7567655 -0.00393555
  0.7631255 -0.003684781
  0.7694839 -0.00343848
  0.7758418 -0.003196717
  0.7821997 -0.002959494
  0.7885579 -0.002726825
  0.7949164 -0.002498736
  0.8012747 -0.002275265
  0.8076323 -0.002056461
  0.8139882 -0.001842416
  0.8203411 -0.001633503
  0.8266904 -0.001430214
  0.8330356 -0.001233023
  0.8393767 -0.001042392
  0.8457139 -0.0008587725
  0.8520478 -0.0006826026
  0.8583793 -0.0005142241
  0.8647091 -0.0003537886
  0.8710377 -0.000201434
  0.8773652 -5.730781e-05
  0.8836913 7.843474e-05
  0.8900153 0.0002056315
  0.8963363 0.0003239521
  0.9026531 0.0004327774
  0.9089643 0.0005314657
  0.9152682 0.0006193849
  0.9215632 0.0006959162
  0.9278471 0.0007602817
  0.934117 0.0008111776
  0.9403687 0.0008472311
  0.9465967 0.0008671316
  0.9527943 0.0008696178
  0.9589495 0.000853093
  0.9650376 0.0008159756
  0.9710227 0.000757282
  0.9768575 0.0006763981
  0.9824579 0.0005727997
  0.9877095 0.0004487844
  0.9925114 0.0003067161
  0.9967728 0.0001473774
  1.00001 0.0
