FX 66-H-80   
  0.183839 -0.01446678
  0.1898747 -0.01453077
  0.1959181 -0.01459305
  0.2019668 -0.01465477
  0.2080155 -0.01471618
  0.214064 -0.01477745
  0.2201135 -0.01483873
  0.2261616 -0.01490017
  0.2322074 -0.01496201
  0.2382509 -0.01502463
  0.2442927 -0.01508839
  0.2503336 -0.01515365
  0.2563748 -0.01522064
  0.2624174 -0.01528911
  0.268462 -0.01535872
  0.2745088 -0.0154291
  0.2805574 -0.01549988
  0.2866072 -0.01557083
  0.2926569 -0.01564186
  0.2987066 -0.01571296
  0.3047564 -0.01578409
  0.3108063 -0.01585524
  0.3168562 -0.01592638
  0.3229057 -0.01599751
  0.328955 -0.01606863
  0.3350044 -0.01613974
  0.3410541 -0.01621085
  0.3471025 -0.01628181
  0.3531489 -0.01635231
  0.3591932 -0.01642198
  0.3652357 -0.0164905
  0.371277 -0.01655754
  0.377318 -0.01662288
  0.3833598 -0.01668666
  0.3894028 -0.01674907
  0.3954471 -0.01681031
  0.4014924 -0.01687054
  0.4075378 -0.0169299
  0.4135824 -0.01698822
  0.4196256 -0.0170452
  0.425667 -0.01710055
  0.4317065 -0.01715397
  0.4377444 -0.0172052
  0.4437812 -0.01725404
  0.4498173 -0.0173004
  0.4558531 -0.01734422
  0.4618887 -0.0173854
  0.4679241 -0.01742385
  0.4739594 -0.0174595
  0.4799945 -0.0174923
  0.4860294 -0.01752219
  0.4920639 -0.01754914
  0.4980982 -0.01757308
  0.5041322 -0.01759398
  0.5101661 -0.01761179
  0.5161998 -0.01762644
  0.5222333 -0.01763789
  0.5282664 -0.01764608
  0.5342991 -0.01765097
  0.540331 -0.01765247
  0.5463622 -0.01765046
  0.5523925 -0.01764481
  0.5584221 -0.01763539
  0.5644513 -0.01762209
  0.5704804 -0.01760478
  0.5765098 -0.01758353
  0.5825399 -0.01755844
  0.5885706 -0.01752961
  0.5946019 -0.01749715
  0.6006335 -0.01746117
  0.6066653 -0.01742168
  0.6126968 -0.01737861
  0.6187278 -0.0173319
  0.6247583 -0.01728148
  0.6307881 -0.01722727
  0.6368174 -0.01716922
  0.6428463 -0.01710725
  0.6488747 -0.01704133
  0.6549028 -0.01697137
  0.6609308 -0.01689734
  0.6669586 -0.01681917
  0.6729865 -0.01673683
  0.6790143 -0.01665027
  0.6850418 -0.01655946
  0.6910687 -0.01646438
  0.6970946 -0.01636496
  0.7031189 -0.01626098
  0.7091416 -0.0161522
  0.7151627 -0.01603834
  0.7211826 -0.01591914
  0.7272017 -0.01579436
  0.7332205 -0.01566392
  0.7392391 -0.01552778
  0.7452574 -0.01538589
  0.7512749 -0.01523823
  0.7572907 -0.01508465
  0.763304 -0.0149247
  0.7693144 -0.01475792
  0.7753215 -0.01458381
  0.7813256 -0.01440188
  0.7873267 -0.01421161
  0.7933249 -0.01401245
  0.7993199 -0.01380387
  0.8053112 -0.01358535
  0.8112981 -0.01335635
  0.8172803 -0.01311622
  0.8232582 -0.01286429
  0.8292329 -0.01259986
  0.8352065 -0.01232229
  0.8411807 -0.01203166
  0.8471565 -0.01172825
  0.8531337 -0.01141244
  0.8591113 -0.01108461
  0.8650882 -0.01074501
  0.871065 -0.01039377
  0.8770437 -0.01003094
  0.8830279 -0.009656807
  0.8890196 -0.009272635
  0.8950183 -0.008879983
  0.9010201 -0.008480465
  0.9070196 -0.008074233
  0.9130129 -0.007660487
  0.9189978 -0.007238316
  0.9249745 -0.006806853
  0.9309469 -0.006365161
  0.9369218 -0.005912114
  0.9429046 -0.005447855
  0.9488861 -0.004974397
  0.9548433 -0.004493332
  0.9607626 -0.004000395
  0.9666562 -0.003488913
  0.9725149 -0.002958512
  0.9782441 -0.002416556
  0.9837287 -0.001858687
  0.9888691 -0.001307438
  0.9933774 -0.0008401917
  0.9971259 -0.0003216888
  1.0 0.0
