DAE-21 AIRFOIL
  0.4375477 0.1213262
  0.4306929 0.1216495
  0.4238379 0.1219298
  0.4169832 0.122167
  0.4101296 0.1223612
  0.403278 0.1225121
  0.3964297 0.1226198
  0.3895857 0.122684
  0.3827466 0.1227045
  0.3759125 0.1226812
  0.3690836 0.122614
  0.36226 0.1225027
  0.3554426 0.1223473
  0.3486325 0.1221478
  0.3418315 0.1219043
  0.3350411 0.1216163
  0.3282624 0.1212837
  0.3214959 0.120906
  0.3147416 0.1204831
  0.3079993 0.1200147
  0.3012692 0.1195006
  0.2945519 0.118941
  0.2878488 0.1183357
  0.2811614 0.1176847
  0.2744914 0.1169878
  0.2678404 0.116245
  0.2612099 0.115456
  0.2546011 0.1146208
  0.2480154 0.1137391
  0.2414543 0.1128108
  0.2349193 0.1118357
  0.228412 0.1108138
  0.2219342 0.109745
  0.2154879 0.1086291
  0.2090756 0.1074663
  0.2026996 0.1062566
  0.196363 0.1050002
  0.1900685 0.1036969
  0.1838194 0.1023468
  0.1776185 0.1009501
  0.1714691 0.09950696
  0.1653741 0.09801745
  0.1593367 0.09648166
  0.1533594 0.09489978
  0.147445 0.09327213
  0.1415963 0.09159919
  0.1358172 0.08988192
  0.1301127 0.08812183
  0.1244887 0.08632098
  0.1189515 0.08448169
  0.1135085 0.08260622
  0.108167 0.08069723
  0.1029343 0.07875786
  0.09781711 0.07679165
  0.0928224 0.07480221
  0.08795787 0.07279369
  0.08323139 0.070771
  0.07865024 0.0687396
  0.07422066 0.06670511
  0.06994864 0.06467286
  0.06584008 0.06264846
  0.06189972 0.06063783
  0.05813048 0.05864674
  0.05453316 0.05668047
  0.05110752 0.05474306
  0.04785283 0.05283784
  0.04476696 0.05096798
  0.04184615 0.04913622
  0.03908512 0.04734464
  0.0364774 0.04559462
  0.03401651 0.04388653
  0.03169596 0.04222021
  0.02950875 0.04059527
  0.0274476 0.03901111
  0.02550507 0.03746688
  0.02367376 0.03596152
  0.02194666 0.03449375
  0.02031814 0.03306188
  0.0187832 0.03166443
  0.01733694 0.03030015
  0.01597463 0.02896795
  0.01469159 0.02766678
  0.01348328 0.02639565
  0.01234532 0.02515355
  0.01127414 0.02393926
  0.01026671 0.02275116
  0.009319809 0.02158744
  0.008430153 0.02044623
  0.007594533 0.01932568
  0.006809889 0.01822398
  0.006073355 0.01713946
  0.005382391 0.0160705
  0.004735885 0.01501564
  0.004133597 0.01397399
  0.003575359 0.0129452
  0.003060942 0.01192938
  0.002589973 0.01092685
  0.002161883 0.009938134
  0.001775895 0.008963868
  0.0014312 0.008005219
  0.001126815 0.007063197
  0.0008614474 0.00613783
  0.0006337184 0.00522843
  0.0004423211 0.004333816
  0.0002861237 0.003452475
  0.0001642355 0.002582659
  7.605536e-05 0.001722438
  2.131094e-05 0.0008697262
  1.015764e-07 2.226489e-05
  1.322896e-05 -0.0008220592
  6.315422e-05 -0.001663836
  0.0001530848 -0.002502729
  0.0002866048 -0.003337797
  0.0004676151 -0.004167475
  0.0007002413 -0.004989535
  0.0009886813 -0.00580065
  0.001337064 -0.006593937
  0.001749842 -0.007361218
  0.002232182 -0.008094456
  0.002787604 -0.008786865
  0.003412924 -0.009434845
  0.004103773 -0.01003461
  0.004855697 -0.01058182
  0.005664895 -0.01107637
  0.006527862 -0.01152145
  0.007440549 -0.01192045
  0.008398391 -0.01227698
  0.00940027 -0.01259446
  0.01044795 -0.01287631
  0.01154317 -0.01312665
  0.01268738 -0.01335055
  0.01388149 -0.01355435
  0.01512673 -0.01374346
  0.01642672 -0.01391837
  0.01778583 -0.01407897
  0.01920887 -0.01422537
  0.02070117 -0.01435795
  0.02226859 -0.01447751
  0.02391762 -0.0145854
  0.02565544 -0.01468339
  0.02749033 -0.01477141
  0.0294316 -0.01484829
  0.03148959 -0.01491278
  0.03367577 -0.01496356
  0.03600283 -0.01499925
  0.03848491 -0.01501855
  0.04113792 -0.01502026
  0.04398018 -0.01500333
  0.04703284 -0.01496577
  0.05031871 -0.0149051
  0.05386125 -0.01481887
  0.05768328 -0.01470501
  0.06180543 -0.01456222
  0.0662448 -0.01439059
  0.07101459 -0.01419086
  0.0761208 -0.013961
  0.08155766 -0.0136988
  0.08730787 -0.01340282
  0.09334781 -0.01307232
  0.09965773 -0.01270695
  0.1062239 -0.01230741
  0.1130275 -0.0118758
  0.1200435 -0.01141545
  0.127242 -0.01093085
  0.1345911 -0.01042632
  0.14206 -0.009904705
  0.149622 -0.009368579
  0.157257 -0.008820224
  0.1649537 -0.008261456
  0.1727046 -0.007693923
  0.1805017 -0.007119394
  0.1883362 -0.006539772
  0.1961983 -0.005956968
  0.2040784 -0.005372378
  0.2119686 -0.004787119
  0.219863 -0.004202162
  0.2277577 -0.003618328
  0.2356503 -0.003036273
  0.2435391 -0.002456572
  0.2514232 -0.001879747
  0.2593024 -0.001306256
  0.2671768 -0.000736404
  0.2750462 -0.0001704419
  0.2829101 0.0003913566
  0.2907676 0.0009486869
  0.2986177 0.001501125
  0.3064601 0.002048198
  0.3142947 0.002589477
  0.3221225 0.003124586
  0.3299444 0.003653316
  0.3377612 0.004175575
  0.3455732 0.004691236
  0.3533797 0.005200133
  0.3611801 0.005701966
  0.3689733 0.006196298
  0.3767585 0.006682691
  0.3845348 0.007160719
  0.3923016 0.007629922
  0.4000588 0.008089796
  0.4078072 0.008539882
  0.4155484 0.008979767
  0.4232845 0.00940922
  0.4310171 0.009828327
  0.4387462 0.01023714
  0.4464706 0.01063564
  0.4541874 0.01102358
  0.4618944 0.01140026
  0.4695901 0.01176492
  0.4772748 0.0121169
  0.4849498 0.01245563
  0.492617 0.01278086
  0.500278 0.0130924
  0.5079338 0.01339001
  0.5155851 0.01367346
  0.5232322 0.0139426
  0.5308759 0.01419732
  0.5385171 0.01443752
  0.5461572 0.01466311
  0.5537973 0.01487417
  0.561438 0.01507089
  0.5690792 0.01525341
  0.5767196 0.01542186
  0.5843576 0.01557614
  0.591992 0.01571596
  0.5996219 0.01584106
  0.6072471 0.01595115
  0.6148679 0.01604602
  0.6224846 0.01612544
  0.630098 0.0161892
  0.6377086 0.01623708
  0.6453173 0.01626893
  0.652925 0.01628478
  0.6605327 0.01628465
  0.6681415 0.01626855
  0.6757525 0.01623655
  0.6833666 0.01618891
  0.6909836 0.01612591
  0.6986024 0.01604787
  0.706221 0.01595502
  0.7138373 0.01584726
  0.7214499 0.01572434
  0.7290577 0.01558604
  0.7366604 0.01543212
  0.7442583 0.01526238
  0.7518515 0.01507657
  0.7594401 0.01487447
  0.7670244 0.01465588
  0.7746045 0.0144206
  0.7821807 0.01416847
  0.7897535 0.01389934
  0.7973234 0.01361303
  0.8048911 0.01330946
  0.8124572 0.01298861
  0.8200224 0.01265049
  0.8275872 0.01229509
  0.8351523 0.01192248
  0.8427176 0.0115329
  0.8502828 0.0111266
  0.8578465 0.01070391
  0.8654072 0.01026515
  0.8729623 0.009810655
  0.8805087 0.009340828
  0.8880426 0.008856129
  0.8955593 0.00835716
  0.9030522 0.007844931
  0.9105114 0.007320788
  0.917924 0.006786365
  0.9252742 0.006243547
  0.9325405 0.005694486
  0.9396904 0.005142168
  0.9466833 0.004590439
  0.9534757 0.004043534
  0.9600249 0.00350514
  0.9662917 0.002978683
  0.9722463 0.002467309
  0.9778673 0.001975296
  0.9831303 0.001508991
  0.9880157 0.001073458
  0.9925215 0.0006706631
  0.9966679 0.0002991393
  1.0 0.0
