FX 73-CL1-152
  0.1128553 -0.03158138
  0.1185131 -0.03125503
  0.1244173 -0.03088838
  0.1305569 -0.03048029
  0.1369191 -0.0300263
  0.1434952 -0.0295204
  0.1502858 -0.0289555
  0.1573023 -0.02833004
  0.1645524 -0.02764963
  0.1720312 -0.02692318
  0.179717 -0.02616016
  0.1875811 -0.02536519
  0.1955986 -0.02454222
  0.2037521 -0.02369477
  0.2120268 -0.02282641
  0.2204024 -0.02194151
  0.2288525 -0.02104554
  0.2373507 -0.02014572
  0.2458811 -0.01924903
  0.2544411 -0.01836101
  0.2630364 -0.01748235
  0.2716685 -0.01661042
  0.28033 -0.01574325
  0.2890059 -0.01488089
  0.2976827 -0.01402635
  0.3063555 -0.0131823
  0.3150276 -0.01235032
  0.3237054 -0.0115294
  0.3323901 -0.01071782
  0.341076 -0.009914505
  0.3497516 -0.00912013
  0.3584073 -0.008337964
  0.3670395 -0.00757101
  0.3756511 -0.006821592
  0.3842486 -0.006090403
  0.392838 -0.005377207
  0.4014238 -0.004681915
  0.4100086 -0.00400452
  0.4185944 -0.003344638
  0.4271833 -0.00270173
  0.4357774 -0.002075256
  0.4443792 -0.001464553
  0.4529899 -0.0008686751
  0.461609 -0.000286745
  0.4702337 0.0002819809
  0.4788599 0.0008375922
  0.4874845 0.001379374
  0.4961059 0.001906672
  0.5047248 0.002418979
  0.5133428 0.002916269
  0.5219604 0.003398826
  0.5305767 0.003866855
  0.5391892 0.00432041
  0.5477947 0.004758867
  0.5563918 0.00518135
  0.5649804 0.005587076
  0.5735621 0.005975455
  0.5821388 0.006346459
  0.5907118 0.006700161
  0.5992815 0.007036594
  0.6078473 0.007355646
  0.6164088 0.007656953
  0.6249654 0.007940128
  0.6335168 0.008204792
  0.642063 0.00845057
  0.6506057 0.008677109
  0.6591485 0.00888409
  0.667697 0.009071422
  0.6762558 0.00924054
  0.6848248 0.00939345
  0.6933987 0.009532083
  0.7019678 0.009657154
  0.7105236 0.009767075
  0.7190626 0.009860092
  0.7275858 0.009934657
  0.7360961 0.009990225
  0.7445939 0.01002672
  0.7530759 0.01004406
  0.7615368 0.01004122
  0.7699746 0.01001584
  0.7783933 0.009965507
  0.7868016 0.009888685
  0.7952079 0.009786922
  0.8036156 0.009662376
  0.8120226 0.009517119
  0.8204227 0.009352524
  0.8288068 0.009169818
  0.8371636 0.008969965
  0.8454826 0.008751873
  0.8537587 0.008513718
  0.8619907 0.00825447
  0.8701735 0.007976298
  0.8782908 0.007682441
  0.886318 0.007373745
  0.8942368 0.007046424
  0.9020407 0.006696744
  0.9097253 0.006326054
  0.9172724 0.005939231
  0.9246535 0.005538716
  0.9318471 0.005120648
  0.9388458 0.004681686
  0.9456429 0.004225536
  0.9522198 0.003758612
  0.9585562 0.003280334
  0.9646466 0.002785229
  0.9704948 0.00227738
  0.9760981 0.001769675
  0.9814483 0.001260674
  0.9865351 0.0007470742
  0.9913785 0.0003107987
  0.9960608 -9.638496e-05
  1.0 0.0
