EH 1.5/9.0
  0.5393691 0.04417301
  0.5333108 0.04474667
  0.5272536 0.045315
  0.5211974 0.04587772
  0.5151422 0.04643458
  0.5090881 0.04698529
  0.5030351 0.04752956
  0.4969832 0.04806713
  0.4909325 0.04859767
  0.484883 0.04912086
  0.4788349 0.04963634
  0.472788 0.05014378
  0.4667426 0.05064284
  0.4606986 0.05113319
  0.454656 0.05161444
  0.4486148 0.05208623
  0.442575 0.0525482
  0.4365366 0.053
  0.4304995 0.05344125
  0.4244637 0.05387159
  0.4184293 0.05429064
  0.4123962 0.05469804
  0.4063648 0.0550934
  0.400335 0.05547633
  0.3943072 0.05584635
  0.3882815 0.05620297
  0.3822579 0.05654571
  0.3762364 0.05687407
  0.3702171 0.05718758
  0.3641998 0.05748575
  0.3581847 0.05776809
  0.3521718 0.05803411
  0.3461613 0.05828331
  0.3401532 0.05851518
  0.3341479 0.05872916
  0.3281455 0.05892465
  0.322146 0.05910107
  0.3161496 0.05925783
  0.3101563 0.05939436
  0.3041662 0.05951004
  0.2981794 0.05960427
  0.292196 0.05967643
  0.2862163 0.05972594
  0.2802405 0.05975214
  0.274269 0.05975432
  0.2683019 0.05973177
  0.2623396 0.05968375
  0.2563822 0.05960956
  0.2504299 0.05950845
  0.244483 0.05937962
  0.2385416 0.05922231
  0.2326062 0.05903575
  0.2266771 0.05881914
  0.2207547 0.05857162
  0.2148396 0.05829227
  0.208932 0.05798021
  0.2030325 0.05763455
  0.1971412 0.05725434
  0.1912589 0.05683857
  0.1853859 0.05638626
  0.179523 0.05589645
  0.1736708 0.05536809
  0.16783 0.05480005
  0.1620015 0.05419118
  0.1561859 0.05354035
  0.1503839 0.05284636
  0.1445965 0.05210792
  0.1388248 0.05132375
  0.1330703 0.05049265
  0.1273345 0.04961322
  0.1216191 0.04868385
  0.1159258 0.04770292
  0.1102562 0.04666885
  0.1046122 0.04557979
  0.09899605 0.04443385
  0.09341007 0.04322929
  0.08785722 0.04196417
  0.08234122 0.04063629
  0.07686631 0.03924374
  0.07143753 0.03778456
  0.06606111 0.03625621
  0.06074396 0.03465663
  0.05549439 0.03298375
  0.05032504 0.03123554
  0.04525268 0.02941233
  0.0402986 0.0275154
  0.03548773 0.02554741
  0.03084778 0.02351472
  0.02643274 0.02143592
  0.0223242 0.01935237
  0.01859839 0.01731409
  0.01529873 0.01536626
  0.01243345 0.01354107
  0.01002601 0.01188113
  0.008057369 0.01041476
  0.006454042 0.009125646
  0.005128624 0.007972989
  0.004010676 0.006921408
  0.003054932 0.005944043
  0.002249285 0.005020815
  0.001588659 0.004147535
  0.001060115 0.00332513
  0.0006470313 0.002554116
  0.0003415783 0.001833785
  0.0001353724 0.001153846
  2.26702e-05 0.0005004122
  4.429486e-06 -0.0001413053
  8.382775e-05 -0.0007863106
  0.000259422 -0.001445441
  0.0005365588 -0.002125478
  0.0009267082 -0.002826855
  0.001442577 -0.003538238
  0.002097687 -0.004251917
  0.002901947 -0.004966768
  0.003856674 -0.005688034
  0.004961104 -0.006431659
  0.006245165 -0.007209835
  0.007760748 -0.008033709
  0.009574723 -0.008918355
  0.01176244 -0.009874654
  0.01438864 -0.01089716
  0.01748646 -0.01197259
  0.02108159 -0.01308398
  0.02516186 -0.01420037
  0.02966785 -0.01529046
  0.0345138 -0.01632644
  0.03961319 -0.01729503
  0.0449078 -0.01819206
  0.05034931 -0.01901936
  0.05590252 -0.01978149
  0.06154153 -0.02048286
  0.06724823 -0.02112994
  0.07301086 -0.02172785
  0.07881936 -0.02228162
  0.08466512 -0.02279616
  0.09054145 -0.02327474
  0.09644341 -0.02372072
  0.1023678 -0.02413741
  0.1083122 -0.0245274
  0.1142744 -0.02489323
  0.1202518 -0.02523739
  0.1262423 -0.02556163
  0.1322441 -0.02586755
  0.1382556 -0.0261568
  0.1442758 -0.02643075
  0.1503037 -0.02669049
  0.1563385 -0.02693708
  0.1623793 -0.02717159
  0.1684255 -0.02739484
  0.1744766 -0.02760752
  0.1805319 -0.02781034
  0.1865912 -0.028004
  0.1926542 -0.02818904
  0.1987205 -0.02836595
  0.2047896 -0.02853523
  0.2108611 -0.02869733
  0.2169345 -0.02885255
  0.2230094 -0.02900109
  0.2290855 -0.02914316
  0.2351629 -0.02927896
  0.2412415 -0.02940872
  0.2473215 -0.02953261
  0.2534027 -0.02965082
  0.259485 -0.02976356
  0.2655683 -0.02987098
  0.2716524 -0.02997319
  0.2777371 -0.03007028
  0.2838223 -0.03016233
  0.2899079 -0.03024944
  0.2959939 -0.03033165
  0.30208 -0.03040899
  0.3081663 -0.03048148
  0.3142528 -0.03054912
  0.3203392 -0.03061195
  0.3264257 -0.03066994
  0.3325121 -0.03072306
  0.3385984 -0.0307713
  0.3446845 -0.03081462
  0.3507703 -0.030853
  0.3568557 -0.03088636
  0.3629408 -0.03091464
  0.3690254 -0.03093776
  0.3751097 -0.03095565
  0.3811936 -0.03096825
  0.3872772 -0.03097549
  0.3933605 -0.03097733
  0.3994435 -0.03097371
  0.4055262 -0.03096458
  0.4116084 -0.03094988
  0.4176902 -0.03092953
  0.4237714 -0.03090344
  0.429852 -0.03087149
  0.4359319 -0.03083359
  0.4420111 -0.03078964
  0.4480897 -0.03073956
  0.4541677 -0.03068325
  0.4602451 -0.03062063
  0.466322 -0.03055161
  0.4723985 -0.03047609
  0.4784746 -0.03039402
  0.4845505 -0.03030537
  0.4906261 -0.03021009
  0.4967013 -0.03010815
  0.5027761 -0.02999952
  0.5088503 -0.02988414
  0.5149237 -0.0297619
  0.5209964 -0.0296327
  0.5270683 -0.02949646
  0.5331396 -0.02935305
  0.5392104 -0.02920242
  0.5452808 -0.02904453
  0.551351 -0.02887937
  0.5574209 -0.02870693
  0.5634906 -0.02852718
  0.5695599 -0.02834012
  0.5756288 -0.02814569
  0.5816972 -0.02794387
  0.5877651 -0.02773461
  0.5938325 -0.02751786
  0.5998992 -0.02729359
  0.6059655 -0.02706177
  0.6120313 -0.02682238
  0.6180967 -0.0265754
  0.6241618 -0.02632081
  0.6302268 -0.02605858
  0.6362917 -0.02578875
  0.6423566 -0.02551136
  0.6484214 -0.02522645
  0.6544859 -0.02493408
  0.6605501 -0.02463428
  0.6666136 -0.02432704
  0.6726765 -0.02401234
  0.6787389 -0.02369014
  0.6848009 -0.0233604
  0.6908628 -0.02302311
  0.6969251 -0.02267837
  0.7029878 -0.02232632
  0.709051 -0.02196709
  0.7151145 -0.02160083
  0.7211779 -0.02122766
  0.7272412 -0.02084763
  0.7333041 -0.02046077
  0.7393669 -0.02006711
  0.7454296 -0.01966668
  0.7514925 -0.01925959
  0.757556 -0.01884599
  0.76362 -0.01842603
  0.7696848 -0.01799988
  0.7757502 -0.0175677
  0.7818163 -0.01712967
  0.7878829 -0.01668596
  0.7939501 -0.01623675
  0.8000176 -0.01578221
  0.8060854 -0.01532249
  0.8121537 -0.01485773
  0.8182228 -0.01438807
  0.8242929 -0.01391364
  0.8303646 -0.01343472
  0.836438 -0.01295165
  0.8425131 -0.01246477
  0.8485896 -0.01197444
  0.8546672 -0.01148095
  0.8607461 -0.01098454
  0.8668265 -0.01048543
  0.8729092 -0.009983927
  0.8789944 -0.009480466
  0.8850819 -0.008975541
  0.891171 -0.00846968
  0.8972609 -0.007963386
  0.9033509 -0.00745714
  0.9094408 -0.006951372
  0.9155301 -0.006446313
  0.9216188 -0.005942107
  0.9277064 -0.005438905
  0.9337927 -0.004936892
  0.9398771 -0.004436278
  0.9459585 -0.003937417
  0.9520334 -0.003441028
  0.9580949 -0.002948387
  0.9641315 -0.002462445
  0.9701246 -0.001987332
  0.976037 -0.001530231
  0.9817986 -0.001102215
  0.9872907 -0.0007201875
  0.9923425 -0.0004003392
  0.9967613 -0.0001544275
  1.0 0.0
