NACA 64A210
  0.5546192 -0.0303132
  0.5609589 -0.0298957
  0.5673015 -0.02947025
  0.5736471 -0.02903726
  0.5799959 -0.02859711
  0.5863479 -0.02815022
  0.5927029 -0.02769702
  0.5990606 -0.02723792
  0.6054206 -0.02677336
  0.6117826 -0.02630361
  0.6181461 -0.0258289
  0.624511 -0.02534946
  0.6308771 -0.02486549
  0.6372444 -0.0243772
  0.643613 -0.0238848
  0.6499831 -0.02338849
  0.6563549 -0.02288846
  0.6627287 -0.02238505
  0.669105 -0.02187861
  0.6754838 -0.02136947
  0.6818655 -0.02085801
  0.6882501 -0.02034456
  0.6946378 -0.0198295
  0.7010287 -0.0193132
  0.7074227 -0.01879604
  0.7138196 -0.01827851
  0.7202182 -0.01776113
  0.7266169 -0.01724447
  0.7330143 -0.01672911
  0.7394075 -0.01621572
  0.7457933 -0.01570499
  0.7521681 -0.01519767
  0.7585282 -0.01469503
  0.7648713 -0.01419884
  0.7711967 -0.01371077
  0.7775055 -0.0132323
  0.7838002 -0.01276479
  0.790085 -0.01230947
  0.7963658 -0.01186748
  0.8026497 -0.01143981
  0.8089447 -0.01102573
  0.8152567 -0.01062308
  0.8215895 -0.01022984
  0.8279442 -0.00984411
  0.8343193 -0.00946414
  0.8407104 -0.009088281
  0.8471104 -0.008715016
  0.8535093 -0.00834307
  0.8598968 -0.007972493
  0.8662665 -0.007603936
  0.872617 -0.007237774
  0.8789516 -0.006874106
  0.8852782 -0.00651277
  0.8916092 -0.006153355
  0.8979617 -0.005795202
  0.9043526 -0.005437644
  0.910712 -0.005084422
  0.9170052 -0.004737027
  0.9232444 -0.004394359
  0.9294553 -0.0040546
  0.9356773 -0.003715234
  0.9419651 -0.003372924
  0.9483225 -0.003027104
  0.9544873 -0.002691696
  0.9603718 -0.002371375
  0.9659457 -0.002067809
  0.971202 -0.001781411
  0.9761488 -0.001511753
  0.9808035 -0.001257919
  0.9851874 -0.001018758
  0.9893232 -0.0007930472
  0.9932332 -0.0005795886
  0.9969382 -0.0003772582
  1.0 -0.00021
