EH 2.0/7.0
  0.3846537 0.05097297
  0.378828 0.05131817
  0.3730041 0.05164912
  0.3671812 0.0519653
  0.3613587 0.05226653
  0.3555361 0.05255262
  0.3497132 0.05282337
  0.3438899 0.05307855
  0.3380661 0.05331793
  0.332242 0.05354114
  0.3264183 0.05374784
  0.3205954 0.05393767
  0.3147744 0.05411028
  0.3089563 0.05426513
  0.303142 0.05440117
  0.2973317 0.05451729
  0.2915253 0.05461239
  0.2857219 0.05468539
  0.2799206 0.05473543
  0.2741202 0.05476209
  0.2683207 0.05476501
  0.2625225 0.05474382
  0.2567264 0.05469814
  0.2509342 0.05462734
  0.2451466 0.05453042
  0.239364 0.05440637
  0.2335857 0.05425414
  0.2278104 0.05407272
  0.2220364 0.05386143
  0.2162637 0.05361986
  0.2104937 0.05334764
  0.2047292 0.05304453
  0.1989741 0.05270991
  0.193231 0.05234211
  0.1874992 0.05193923
  0.1817749 0.05149909
  0.1760515 0.05101958
  0.1703233 0.05050079
  0.1645902 0.04994393
  0.1588585 0.04935092
  0.1531407 0.04872383
  0.14745 0.04806021
  0.1417912 0.04735477
  0.1361595 0.04660118
  0.1305415 0.04579267
  0.1249217 0.04492801
  0.1192942 0.04400951
  0.1136641 0.04304132
  0.1080469 0.04202718
  0.102457 0.0409654
  0.09689931 0.03985211
  0.09136924 0.03868196
  0.08585877 0.03745099
  0.08036602 0.03615758
  0.07489698 0.03480188
  0.069463 0.03338293
  0.06407226 0.03189703
  0.05872687 0.03033909
  0.05342628 0.02870371
  0.04817377 0.02698703
  0.04297792 0.02518666
  0.0378525 0.02329961
  0.03281397 0.02132379
  0.02789101 0.01925542
  0.02314357 0.0170999
  0.01864222 0.01488071
  0.01441411 0.01261513
  0.01059095 0.01036645
  0.007609238 0.008416955
  0.005448462 0.006847786
  0.003811337 0.005531633
  0.002526676 0.004368168
  0.001577229 0.003338396
  0.0009087848 0.00245235
  0.0004479772 0.001689672
  0.0001587328 0.00101458
  1.628129e-05 0.0003890064
  1.790276e-05 -0.0002183181
  0.0001676232 -0.0008339314
  0.0004681509 -0.00147445
  0.0009431744 -0.002145233
  0.001629948 -0.002823765
  0.002587373 -0.00349007
  0.003867265 -0.004146672
  0.005503758 -0.004844142
  0.007640383 -0.005615114
  0.01050109 -0.006469306
  0.01422488 -0.007370096
  0.01862837 -0.008228598
  0.02350759 -0.008996855
  0.02870772 -0.00965799
  0.03411557 -0.01021802
  0.03964612 -0.01069498
  0.04524887 -0.01110051
  0.05089784 -0.01144364
  0.0565855 -0.01173349
  0.06230871 -0.01197808
  0.06806442 -0.01218537
  0.07384903 -0.01236232
  0.07965741 -0.0125159
  0.08548312 -0.01265153
  0.09132011 -0.01277195
  0.09716349 -0.01287971
  0.1030098 -0.01297665
  0.1088572 -0.01306317
  0.1147062 -0.01313959
  0.1205589 -0.01320679
  0.1264176 -0.013268
  0.132283 -0.01332701
  0.138154 -0.01338756
  0.144028 -0.01345087
  0.1499031 -0.01351534
  0.155778 -0.01357921
  0.1616526 -0.01364088
  0.1675272 -0.01370054
  0.1734022 -0.01375952
  0.1792779 -0.01381918
  0.1851542 -0.01388078
  0.1910311 -0.01394483
  0.1969083 -0.01401128
  0.2027855 -0.01408007
  0.2086623 -0.01415115
  0.2145383 -0.01422459
  0.2204133 -0.01430057
  0.2262874 -0.01437931
  0.2321611 -0.01446101
  0.2380352 -0.01454578
  0.2439103 -0.01463333
  0.249787 -0.01472328
  0.2556653 -0.01481521
  0.2615449 -0.01490874
  0.2674255 -0.0150036
  0.2733064 -0.01509972
  0.2791873 -0.01519706
  0.2850681 -0.01529554
  0.2909488 -0.01539513
  0.2968294 -0.01549579
  0.3027101 -0.0155975
  0.3085909 -0.01570023
  0.3144719 -0.01580395
  0.3203529 -0.01590863
  0.3262341 -0.01601402
  0.3321155 -0.01611979
  0.3379969 -0.01622562
  0.3438786 -0.01633117
  0.3497607 -0.01643614
  0.3556431 -0.01654042
  0.3615258 -0.016644
  0.3674086 -0.01674688
  0.3732912 -0.01684905
  0.379173 -0.0169505
  0.3850534 -0.01705097
  0.3909322 -0.01715007
  0.3968093 -0.01724739
  0.402685 -0.01734255
  0.4085599 -0.01743514
  0.4144348 -0.01752497
  0.4203102 -0.01761212
  0.4261863 -0.01769665
  0.4320628 -0.01777863
  0.4379392 -0.01785813
  0.4438144 -0.01793507
  0.4496877 -0.01800896
  0.4555586 -0.01807926
  0.4614272 -0.01814542
  0.4672942 -0.01820691
  0.4731606 -0.01826324
  0.4790275 -0.01831447
  0.4848957 -0.01836087
  0.4907654 -0.01840272
  0.4966363 -0.0184403
  0.5025077 -0.01847385
  0.5083781 -0.01850332
  0.5142469 -0.01852821
  0.5201134 -0.01854801
  0.5259778 -0.01856224
  0.5318405 -0.01857039
  0.5377025 -0.0185721
  0.5435648 -0.01856744
  0.5494279 -0.01855657
  0.5552919 -0.01853965
  0.5611566 -0.01851683
  0.5670214 -0.01848824
  0.5728854 -0.01845376
  0.5787481 -0.01841314
  0.5846095 -0.01836612
  0.5904698 -0.01831243
  0.5963298 -0.01825183
  0.6021904 -0.01818427
  0.6080522 -0.01810996
  0.6139154 -0.01802914
  0.6197793 -0.01794206
  0.6256431 -0.01784896
  0.6315053 -0.01774984
  0.6373646 -0.01764411
  0.6432207 -0.0175311
  0.6490739 -0.01741013
  0.6549252 -0.0172805
  0.6607764 -0.01714177
  0.6666291 -0.01699434
  0.6724842 -0.01683879
  0.678342 -0.01667574
  0.6842018 -0.01650581
  0.6900624 -0.01632952
  0.6959222 -0.01614685
  0.7017807 -0.01595762
  0.7076378 -0.01576165
  0.7134942 -0.01555874
  0.7193512 -0.01534874
  0.7252099 -0.01513183
  0.7310702 -0.01490826
  0.7369312 -0.01467834
  0.7427909 -0.01444241
  0.7486465 -0.01420042
  0.7544965 -0.01395164
  0.7603416 -0.01369519
  0.7661846 -0.01343009
  0.7720301 -0.01315549
  0.7778831 -0.01287308
  0.7837441 -0.01258618
  0.7896088 -0.01229847
  0.7954672 -0.01201379
  0.8013054 -0.01173107
  0.8071118 -0.0114398
  0.8128805 -0.01112861
  0.8186115 -0.01078624
  0.8243101 -0.0104074
  0.8299854 -0.01001114
  0.8356461 -0.009622485
  0.8413 -0.00926611
  0.8469545 -0.00896167
  0.852615 -0.008695353
  0.8582874 -0.00843944
  0.863979 -0.008165825
  0.869699 -0.007851165
  0.8754561 -0.007500523
  0.8812527 -0.007129084
  0.8870835 -0.006753094
  0.8929358 -0.006382642
  0.8987974 -0.006016146
  0.9046616 -0.005650534
  0.9105271 -0.005283115
  0.9163952 -0.004913825
  0.9222659 -0.00454331
  0.9281381 -0.004172264
  0.9340102 -0.003801275
  0.9398809 -0.003430863
  0.9457497 -0.00306092
  0.9516159 -0.002690301
  0.9574789 -0.002318319
  0.9633358 -0.001947706
  0.9691786 -0.001582999
  0.9749941 -0.00123153
  0.9807644 -0.000901259
  0.9864649 -0.0005961435
  0.9919422 -0.0003204707
  0.9967019 -0.0001178077
  1.0 0.0
