OAF128 AIRFOIL
  0.7153406 -0.0178875
  0.7235926 -0.01721318
  0.7318341 -0.01654644
  0.7400636 -0.01588771
  0.7482796 -0.01523746
  0.7564802 -0.01459637
  0.7646634 -0.01396516
  0.7728272 -0.01334455
  0.7809692 -0.01273544
  0.7890875 -0.01213879
  0.7971798 -0.01155556
  0.8052442 -0.01098672
  0.8132779 -0.01043332
  0.8212776 -0.009896405
  0.8292395 -0.009377228
  0.8371599 -0.008877312
  0.845035 -0.008398121
  0.8528612 -0.007941083
  0.8606341 -0.007507639
  0.8683485 -0.007099195
  0.8759983 -0.006717347
  0.883577 -0.006363823
  0.8910784 -0.006040169
  0.898495 -0.005747727
  0.9058177 -0.005487656
  0.9130358 -0.005261139
  0.9201379 -0.005069599
  0.9271127 -0.004914104
  0.9339482 -0.004795054
  0.9406306 -0.004712314
  0.9471449 -0.00466562
  0.9534766 -0.004654614
  0.9596126 -0.004678289
  0.9655401 -0.004734899
  0.9712477 -0.004822279
  0.9767263 -0.004938079
  0.9819696 -0.005079519
  0.9869736 -0.005243414
  0.9917371 -0.005427502
  0.9962635 -0.005628695
  1.0 -0.005814
