 NLR-7223-62 AIRFOIL
  0.04474436 0.03199087
  0.04098213 0.03068445
  0.03744994 0.02938577
  0.03415951 0.02810588
  0.03111217 0.02684752
  0.02829716 0.02561151
  0.02569743 0.0243978
  0.02329536 0.0232096
  0.02107745 0.02205315
  0.01903212 0.02093413
  0.01714758 0.01985662
  0.01541224 0.01882174
  0.01381584 0.01782708
  0.01234764 0.0168701
  0.01099665 0.01594839
  0.00975206 0.01505959
  0.008604539 0.01420066
  0.007548123 0.01336596
  0.006576756 0.01255021
  0.005684132 0.01174909
  0.004864158 0.01095912
  0.004111171 0.01017745
  0.003421619 0.009401637
  0.002796976 0.008629342
  0.002238702 0.007858654
  0.001747374 0.007088076
  0.001322934 0.006316437
  0.0009644922 0.005543307
  0.0006682446 0.004771486
  0.0004295462 0.004003844
  0.0002444009 0.003241926
  0.0001095895 0.002486309
  2.271975e-05 0.001736857
  -1.77412e-05 0.000992872
  -1.241765e-05 0.0002531799
  3.965185e-05 -0.0004835152
  0.000147618 -0.001214522
  0.0003268913 -0.00193352
  0.0005951159 -0.002632645
  0.0009623292 -0.003304399
  0.001415568 -0.003945004
  0.001945188 -0.004550472
  0.002549395 -0.005115993
  0.003226817 -0.005636898
  0.003974686 -0.006116012
  0.004788565 -0.006560032
  0.005665804 -0.006976878
  0.006607891 -0.007376333
  0.007614744 -0.007771141
  0.008686969 -0.008170057
  0.009831506 -0.008570241
  0.01105872 -0.008968166
  0.0123798 -0.009366071
  0.01380594 -0.009769276
  0.01534884 -0.01018221
  0.01702303 -0.01060596
  0.01884633 -0.01104175
  0.02084101 -0.0114911
  0.02303276 -0.0119556
  0.02545006 -0.01243736
  0.0281225 -0.01293935
  0.03107728 -0.01346327
  0.03434068 -0.01400517
  0.03794707 -0.01456047
  0.04193896 -0.01513145
  0.04633232 -0.01572371
  0.05109395 -0.01633711
  0.05618919 -0.01694656
  0.06162233 -0.01754889
  0.06733983 -0.01815211
  0.07326904 -0.01874372
  0.07938819 -0.01932322
  0.085639 -0.01989131
  0.0919778 -0.02044099
  0.09839328 -0.02097291
  0.1048527 -0.02148472
  0.1113581 -0.02197265
  0.1179308 -0.02244547
  0.1245396 -0.02290918
  0.1311462 -0.02335776
  0.1377462 -0.02378622
  0.144371 -0.02419331
  0.1510426 -0.02458836
  0.1577132 -0.02497598
  0.1643574 -0.02534456
  0.1710242 -0.02569328
  0.1777279 -0.026032
  0.184424 -0.02636091
  0.1911011 -0.02667256
  0.1977969 -0.02696729
  0.204524 -0.0272525
  0.2112512 -0.02752919
  0.2179665 -0.02779251
  0.2246907 -0.02804225
  0.2314305 -0.02828204
  0.2381702 -0.02851216
  0.244905 -0.02873035
  0.2516454 -0.02893663
  0.2583965 -0.02913265
  0.2651529 -0.02931919
  0.2719102 -0.02949585
  0.2786708 -0.02966252
  0.2854372 -0.02981984
  0.2922061 -0.0299684
  0.2989718 -0.03010785
  0.3057312 -0.03023753
  0.3124852 -0.03035687
  0.3192382 -0.03046536
  0.3259972 -0.03056314
  0.332768 -0.03065132
  0.3395535 -0.030731
  0.3463526 -0.03080327
  0.3531613 -0.03086915
  0.3599733 -0.03092883
  0.3667836 -0.03098194
  0.3735894 -0.0310281
  0.3803903 -0.03106698
  0.3871879 -0.03109831
  0.3939846 -0.03112213
  0.4007825 -0.03113857
  0.4075826 -0.03114777
  0.4143851 -0.03114985
  0.4211899 -0.03114488
  0.4279958 -0.03113283
  0.4348016 -0.03111366
  0.4416055 -0.03108734
  0.4484055 -0.03105385
  0.4551993 -0.03101305
  0.4619854 -0.03096452
  0.4687641 -0.03090779
  0.475537 -0.03084235
  0.4823078 -0.03076771
  0.4890809 -0.03068354
  0.4958597 -0.03059011
  0.5026441 -0.03048782
  0.5094309 -0.0303771
  0.5162132 -0.03025849
  0.5229822 -0.03013187
  0.5297322 -0.02999604
  0.536464 -0.02984964
  0.5431838 -0.02969118
  0.5499035 -0.02951903
  0.5566391 -0.02933328
  0.563403 -0.02913652
  0.5702014 -0.02893169
  0.577033 -0.02872203
  0.5838892 -0.02851104
  0.5907555 -0.02830019
  0.5976186 -0.02808845
  0.604469 -0.02787459
  0.6113012 -0.02765727
  0.6181138 -0.02743504
  0.6249085 -0.0272067
  0.6316888 -0.02697128
  0.6384591 -0.02672781
  0.6452248 -0.02647526
  0.6519923 -0.02621262
  0.6587681 -0.02594006
  0.6655565 -0.02565866
  0.6723589 -0.02536968
  0.6791737 -0.02507447
  0.6859966 -0.02477486
  0.6928212 -0.0244735
  0.6996404 -0.02417324
  0.7064459 -0.02387694
  0.7132289 -0.02358721
  0.7199813 -0.0233025
  0.7267011 -0.02301765
  0.7333926 -0.02272725
  0.7400671 -0.02242572
  0.7467413 -0.02210832
  0.7534322 -0.02177737
  0.7601483 -0.02143839
  0.7668873 -0.02109753
  0.7736363 -0.02076113
  0.7803763 -0.02042938
  0.7870952 -0.02009748
  0.7937903 -0.01976012
  0.8004686 -0.01941163
  0.8071447 -0.01904915
  0.8138313 -0.01867772
  0.8205313 -0.01830414
  0.8272373 -0.01793577
  0.8339338 -0.01757529
  0.8406071 -0.01721689
  0.8472508 -0.01685373
  0.8538664 -0.01647873
  0.860461 -0.01608634
  0.8670409 -0.01567579
  0.8736052 -0.01524748
  0.8801465 -0.01480212
  0.886651 -0.01433774
  0.8931014 -0.01385021
  0.8994778 -0.01333607
  0.9057592 -0.01279272
  0.9119245 -0.01221851
  0.9179588 -0.01161229
  0.923868 -0.01097157
  0.9296787 -0.01029161
  0.9354341 -0.009564945
  0.9411937 -0.008780394
  0.9470333 -0.007924758
  0.9530056 -0.00699498
  0.9590871 -0.006001908
  0.9651534 -0.004975576
  0.9709985 -0.00396314
  0.9764195 -0.003013856
  0.9813262 -0.002180367
  0.9857648 -0.00149276
  0.9898262 -0.0009509081
  0.9935896 -0.0005318174
  0.9971107 -0.000211451
  1.0 0.0
