OAF102 AIRFOIL
  0.7926047 0.007739482
  0.79924 0.007700379
  0.8058713 0.007646897
  0.8124979 0.007578696
  0.8191187 0.007495444
  0.8257322 0.007396746
  0.8323375 0.00728195
  0.8389335 0.007150357
  0.8455199 0.007001269
  0.8520965 0.006833976
  0.8586625 0.006647775
  0.8652161 0.006441999
  0.8717553 0.006215874
  0.8782779 0.005968195
  0.8847827 0.005697683
  0.8912693 0.005403077
  0.8977372 0.005083226
  0.9041847 0.004737096
  0.9106091 0.004363665
  0.9170068 0.003961539
  0.9233742 0.003529291
  0.9297078 0.003065569
  0.9360024 0.002569131
  0.9422514 0.002039047
  0.9484446 0.001474896
  0.9545663 0.0008771657
  0.9605944 0.0002472322
  0.9664997 -0.0004123371
  0.9722452 -0.001096609
  0.97778 -0.001796901
  0.983045 -0.002502762
  0.9879841 -0.003203084
  0.9925516 -0.003884453
  0.9967167 -0.004534984
  1.0 -0.005068
