EH 2.0/10
  0.03878649 -0.01815981
  0.04396499 -0.01903351
  0.04934383 -0.01984127
  0.05487198 -0.020586
  0.060514 -0.0212695
  0.06624348 -0.02189643
  0.07204338 -0.0224715
  0.07790072 -0.02299958
  0.08380576 -0.02348606
  0.0897513 -0.02393515
  0.0957311 -0.02435101
  0.1017398 -0.0247377
  0.1077729 -0.02509812
  0.1138267 -0.02543497
  0.1198979 -0.02575101
  0.1259841 -0.02604823
  0.1320834 -0.02632838
  0.1381945 -0.02659328
  0.1443167 -0.02684457
  0.1504489 -0.02708364
  0.1565899 -0.02731188
  0.1627381 -0.02753061
  0.1688917 -0.02774061
  0.1750497 -0.02794242
  0.1812112 -0.02813663
  0.1873761 -0.02832381
  0.1935444 -0.02850447
  0.199716 -0.0286791
  0.2058906 -0.02884817
  0.2120677 -0.02901212
  0.2182469 -0.02917123
  0.2244278 -0.0293257
  0.2306099 -0.02947577
  0.2367929 -0.02962166
  0.2429766 -0.02976347
  0.2491608 -0.02990128
  0.2553456 -0.03003515
  0.2615311 -0.03016516
  0.2677174 -0.0302914
  0.2739046 -0.030414
  0.2800928 -0.03053308
  0.2862814 -0.03064876
  0.2924701 -0.03076113
  0.2986582 -0.03087009
  0.3048455 -0.03097548
  0.3110318 -0.03107713
  0.3172173 -0.03117489
  0.3234021 -0.03126865
  0.3295867 -0.03135835
  0.335771 -0.03144392
  0.3419551 -0.03152533
  0.3481387 -0.03160252
  0.3543216 -0.03167536
  0.3605035 -0.0317437
  0.3666842 -0.03180733
  0.3728639 -0.0318661
  0.3790427 -0.03191982
  0.3852209 -0.03196837
  0.3913985 -0.03201166
  0.3975757 -0.03204962
  0.4037524 -0.03208215
  0.4099284 -0.03210917
  0.4161035 -0.03213053
  0.4222774 -0.03214602
  0.42845 -0.03215546
  0.4346214 -0.03215864
  0.4407916 -0.03215535
  0.4469606 -0.03214544
  0.4531286 -0.03212875
  0.4592956 -0.03210513
  0.4654618 -0.03207443
  0.4716271 -0.03203649
  0.4777916 -0.03199118
  0.4839553 -0.03193839
  0.4901182 -0.03187801
  0.4962803 -0.0318099
  0.5024417 -0.03173396
  0.5086022 -0.03165008
  0.514762 -0.03155817
  0.5209211 -0.03145812
  0.5270794 -0.03134984
  0.5332371 -0.03123324
  0.5393941 -0.03110821
  0.5455504 -0.03097469
  0.5517061 -0.03083258
  0.557861 -0.03068181
  0.5640152 -0.0305223
  0.5701684 -0.03035397
  0.5763206 -0.03017672
  0.5824718 -0.02999043
  0.5886222 -0.02979501
  0.5947719 -0.02959035
  0.6009211 -0.02937637
  0.6070701 -0.02915306
  0.613219 -0.02892046
  0.6193676 -0.02867859
  0.6255158 -0.02842747
  0.6316634 -0.02816711
  0.63781 -0.02789744
  0.6439557 -0.02761839
  0.6501004 -0.02732987
  0.6562444 -0.02703178
  0.662388 -0.02672407
  0.6685317 -0.02640683
  0.6746755 -0.02608014
  0.6808194 -0.02574409
  0.6869634 -0.02539879
  0.6931072 -0.02504431
  0.6992507 -0.02468072
  0.7053939 -0.02430804
  0.7115368 -0.02392631
  0.7176797 -0.02353556
  0.7238229 -0.02313589
  0.7299666 -0.02272744
  0.7361106 -0.02231038
  0.7422548 -0.02188485
  0.7483987 -0.02145102
  0.7545421 -0.02100891
  0.760685 -0.02055854
  0.7668276 -0.0200999
  0.7729706 -0.019633
  0.7791144 -0.01915804
  0.7852598 -0.01867534
  0.7914068 -0.01818522
  0.7975557 -0.01768802
  0.8037063 -0.01718409
  0.8098585 -0.01667376
  0.8160119 -0.01615738
  0.8221662 -0.0156353
  0.828321 -0.01510774
  0.834476 -0.01457479
  0.8406312 -0.01403654
  0.8467866 -0.01349307
  0.8529427 -0.01294457
  0.8591002 -0.0123913
  0.8652605 -0.01183346
  0.871425 -0.01127138
  0.8775947 -0.01070589
  0.8837694 -0.01013799
  0.8899475 -0.009568808
  0.8961266 -0.008999204
  0.9023055 -0.008429818
  0.908484 -0.007861153
  0.9146627 -0.007293326
  0.9208416 -0.006726268
  0.9270201 -0.006159991
  0.933197 -0.005594733
  0.9393712 -0.005030834
  0.945541 -0.004468629
  0.9517033 -0.003908507
  0.9578523 -0.003351142
  0.9639725 -0.002798462
  0.9700297 -0.002254936
  0.9759713 -0.001731458
  0.981725 -0.001242057
  0.9871774 -0.0008041474
  0.9921859 -0.0004405307
  0.9966329 -0.0001694787
  1.0 0.0
