AH 79-K-132/20
  0.5210069 0.09767708
  0.5148201 0.09819049
  0.5086281 0.0986769
  0.5024321 0.09913674
  0.4962336 0.09957035
  0.4900341 0.09997764
  0.4838348 0.1003582
  0.4776362 0.1007117
  0.4714385 0.1010377
  0.465241 0.101336
  0.459043 0.1016065
  0.4528436 0.1018492
  0.4466424 0.1020643
  0.4404395 0.1022519
  0.434235 0.102412
  0.4280298 0.1025448
  0.4218245 0.10265
  0.4156197 0.1027276
  0.4094157 0.1027773
  0.4032126 0.1027992
  0.3970103 0.1027931
  0.3908086 0.1027588
  0.3846078 0.1026963
  0.378408 0.1026053
  0.37221 0.1024859
  0.3660146 0.1023379
  0.3598226 0.102161
  0.3536347 0.1019547
  0.3474509 0.1017186
  0.3412712 0.1014524
  0.335095 0.1011554
  0.3289216 0.1008275
  0.3227507 0.1004684
  0.3165829 0.100078
  0.3104189 0.0996562
  0.3042604 0.09920289
  0.298109 0.09871766
  0.2919656 0.09819981
  0.2858305 0.09764863
  0.2797027 0.09706327
  0.2735808 0.09644293
  0.2674631 0.09578733
  0.2613487 0.09509648
  0.2552377 0.09437049
  0.2491313 0.09360959
  0.2430314 0.09281396
  0.23694 0.09198325
  0.2308583 0.09111698
  0.224787 0.09021458
  0.2187257 0.08927538
  0.2126739 0.08829867
  0.2066318 0.0872839
  0.2006009 0.08623072
  0.1945834 0.08513899
  0.1885828 0.08400844
  0.1826018 0.0828379
  0.1766417 0.0816258
  0.1707021 0.08037029
  0.164781 0.07906936
  0.1588762 0.07772193
  0.1529863 0.07632744
  0.1471114 0.07488555
  0.1412528 0.07339605
  0.135414 0.07185807
  0.129601 0.07027118
  0.1238224 0.06863584
  0.1180884 0.06695301
  0.1124039 0.06522112
  0.1067618 0.0634348
  0.1011437 0.0615845
  0.09552575 0.05966121
  0.08990831 0.05766793
  0.08433084 0.05562266
  0.07886568 0.05355193
  0.07356623 0.05145476
  0.06841929 0.04930232
  0.06335844 0.04704641
  0.05829321 0.04465586
  0.05317339 0.04213259
  0.04801491 0.03951047
  0.04290434 0.03684131
  0.03796158 0.03418639
  0.03330292 0.0316001
  0.02901225 0.02908793
  0.02511241 0.02663678
  0.02158921 0.02424277
  0.01842233 0.02192067
  0.01559014 0.01968585
  0.01308451 0.01756364
  0.01092271 0.01560503
  0.009097126 0.01384482
  0.007566662 0.0122792
  0.006273295 0.01087386
  0.005162918 0.009591449
  0.004194901 0.008402438
  0.003342705 0.007284244
  0.002598074 0.00622531
  0.00195901 0.005227607
  0.001420019 0.004295615
  0.000970839 0.003430537
  0.0006061625 0.002630164
  0.0003283328 0.001885513
  0.0001351641 0.00118197
  2.556578e-05 0.0005046187
  2.857068e-06 -0.0001613489
  7.008961e-05 -0.0008304796
  0.0002239633 -0.001513766
  0.0004657867 -0.002219407
  0.0008008669 -0.002952263
  0.001234712 -0.003709695
  0.00177203 -0.004481431
  0.002419979 -0.005259057
  0.003182179 -0.006034497
  0.004059294 -0.006802428
  0.005054963 -0.0075643
  0.00618839 -0.008328792
  0.007490827 -0.009108599
  0.009000698 -0.009921284
  0.01075391 -0.01078821
  0.01277781 -0.01171074
  0.01509049 -0.01266548
  0.01770462 -0.01362058
  0.02066514 -0.01455674
  0.02404596 -0.01547468
  0.02791019 -0.01637803
  0.03226218 -0.01726039
  0.03702827 -0.01810138
  0.04208119 -0.0188891
  0.04731033 -0.01959875
  0.05267513 -0.02020561
  0.05822955 -0.02071332
  0.06403565 -0.02116811
  0.07006562 -0.02162408
  0.07619162 -0.02209426
  0.08231057 -0.02255043
  0.0884032 -0.02297041
  0.09450412 -0.02335129
  0.100642 -0.02369862
  0.1068275 -0.02401671
  0.1130567 -0.02430988
  0.1193201 -0.02458312
  0.1256058 -0.02484162
  0.1319004 -0.02508855
  0.1381947 -0.02532302
  0.1444864 -0.02554396
  0.1507805 -0.0257507
  0.1570853 -0.02594466
  0.163405 -0.02612829
  0.1697381 -0.02630393
  0.1760776 -0.02647337
  0.1824154 -0.02663618
  0.1887476 -0.0267913
  0.1950755 -0.02693782
  0.2014048 -0.02707525
  0.2077421 -0.02720487
  0.2140903 -0.02732841
  0.2204483 -0.02744757
  0.2268105 -0.02756375
  0.2331696 -0.02767658
  0.2395213 -0.02778475
  0.2458654 -0.02788703
  0.2522052 -0.02798227
  0.2585472 -0.02807035
  0.2648964 -0.02815264
  0.2712552 -0.0282306
  0.2776227 -0.02830565
  0.2839951 -0.02837899
  0.2903675 -0.02845052
  0.2967363 -0.02851956
  0.3031004 -0.02858546
  0.3094603 -0.02864759
  0.3158188 -0.0287056
  0.3221785 -0.02875981
  0.3285411 -0.02881066
  0.3349069 -0.02885858
  0.3412754 -0.02890397
  0.3476448 -0.02894703
  0.3540137 -0.02898758
  0.3603811 -0.02902543
  0.3667468 -0.02906038
  0.3731115 -0.02909225
  0.379476 -0.02912096
  0.3858413 -0.02914663
  0.3922074 -0.02916936
  0.398574 -0.02918924
  0.4049403 -0.02920638
  0.411305 -0.02922062
  0.417667 -0.02923147
  0.4240257 -0.02923844
  0.430381 -0.02924102
  0.4367334 -0.02923872
  0.4430834 -0.02923116
  0.4494319 -0.0292181
  0.4557791 -0.02919933
  0.4621252 -0.02917465
  0.46847 -0.02914385
  0.4748129 -0.02910669
  0.4811535 -0.02906287
  0.4874919 -0.02901207
  0.4938283 -0.02895395
  0.5001632 -0.02888821
  0.5064975 -0.02881459
  0.5128322 -0.02873322
  0.5191678 -0.02864429
  0.5255046 -0.02854799
  0.5318427 -0.02844453
  0.5381818 -0.02833407
  0.5445213 -0.02821651
  0.5508604 -0.02809168
  0.5571981 -0.0279594
  0.563533 -0.0278195
  0.5698636 -0.0276718
  0.5761886 -0.02751591
  0.5825081 -0.02735124
  0.5888232 -0.0271772
  0.5951368 -0.02699314
  0.6014528 -0.02679841
  0.6077757 -0.02659329
  0.6141074 -0.02637882
  0.6204469 -0.02615614
  0.6267901 -0.02592654
  0.63313 -0.02569131
  0.639458 -0.02544995
  0.6457697 -0.02520034
  0.6520651 -0.02494019
  0.6583491 -0.02466704
  0.6646312 -0.02437838
  0.6709229 -0.02407442
  0.6772314 -0.02375755
  0.6835583 -0.02343054
  0.689899 -0.02309649
  0.6962428 -0.02275839
  0.7025761 -0.02241517
  0.7088891 -0.02206358
  0.7151764 -0.02170024
  0.7214371 -0.02132159
  0.7276744 -0.02092457
  0.7338944 -0.02050799
  0.7401056 -0.02007094
  0.7463185 -0.01961221
  0.752546 -0.01913032
  0.7588014 -0.01862651
  0.7650887 -0.01810634
  0.771398 -0.01757702
  0.7777042 -0.01704718
  0.7839695 -0.01652301
  0.7901634 -0.01599568
  0.7962811 -0.01545129
  0.8023428 -0.01487461
  0.8083895 -0.01424965
  0.8144726 -0.01357397
  0.8206265 -0.01285641
  0.82686 -0.01210939
  0.8331519 -0.01134946
  0.8394586 -0.01058677
  0.8457487 -0.00982146
  0.8520162 -0.009050422
  0.8582786 -0.008268224
  0.8645599 -0.007473118
  0.8708606 -0.006668591
  0.877151 -0.005862111
  0.8833799 -0.005068178
  0.8895176 -0.004307285
  0.8955757 -0.003594494
  0.9015999 -0.002938092
  0.9076391 -0.002332072
  0.9137098 -0.001768554
  0.9197901 -0.00124391
  0.9258414 -0.0007637549
  0.931852 -0.0003360909
  0.937843 3.430557e-05
  0.9438326 0.0003474267
  0.9497875 0.0006029675
  0.9556383 0.0007924497
  0.9613825 0.0008953433
  0.9671144 0.0008997458
  0.9728701 0.0008382262
  0.9784592 0.0007489285
  0.9836726 0.0006048232
  0.9884645 0.0003679706
  0.9928025 2.923182e-05
  0.9967411 -0.0001695952
  1.0 0.0
