NACA 747A415
  0.02425175 0.03264136
  0.02227235 0.0313782
  0.02042914 0.03017267
  0.01871224 0.0290221
  0.01711393 0.02791993
  0.01562589 0.02685934
  0.01423937 0.02583436
  0.01294584 0.02483993
  0.01173733 0.02387173
  0.01060659 0.02292611
  0.009547062 0.02200001
  0.008552894 0.02109081
  0.007619046 0.02019647
  0.006741837 0.01931604
  0.005918253 0.01844904
  0.005145594 0.01759516
  0.004421375 0.01675421
  0.003743327 0.015926
  0.00311197 0.01510735
  0.002530867 0.01429107
  0.002002581 0.01347033
  0.001528624 0.01263933
  0.001107664 0.011798
  0.0007370175 0.01094955
  0.0004144533 0.01009668
  0.0001381645 0.009241642
  -9.327851e-05 0.008386325
  -0.0002809639 0.00753235
  -0.0004256631 0.006681116
  -0.0005278471 0.005833851
  -0.0005876943 0.004991644
  -0.0006050899 0.004155486
  -0.0005796174 0.00332629
  -0.0005105402 0.00250492
  -0.0003967735 0.001692211
  -0.0002368419 0.000888992
  -2.882082e-05 9.610842e-05
  0.000229318 -0.0006857901
  0.0005376818 -0.001457317
  0.0008958845 -0.002219379
  0.001303859 -0.002972672
  0.001761819 -0.003717685
  0.002270224 -0.004454682
  0.002829736 -0.005183681
  0.003441165 -0.005904413
  0.004105404 -0.006616265
  0.004823318 -0.007318196
  0.005595597 -0.008008638
  0.006422533 -0.00868535
  0.007303694 -0.009345257
  0.008237474 -0.009984243
  0.009222088 -0.01059906
  0.01025987 -0.01119313
  0.01135518 -0.0117731
  0.01251311 -0.01234491
  0.01373806 -0.01291055
  0.01503447 -0.01347184
  0.01640664 -0.01403099
  0.01785896 -0.01459028
  0.01939832 -0.0151505
  0.02103309 -0.01571212
  0.02277258 -0.01627583
  0.02462708 -0.01684267
  0.02660802 -0.01741428
  0.02872805 -0.01799305
  0.03100106 -0.01858236
  0.03344352 -0.01918421
  0.03607395 -0.01979895
  0.03891103 -0.02042662
  0.04197259 -0.02106701
  0.04527492 -0.02171998
  0.04883203 -0.0223858
  0.05265542 -0.02306577
  0.05675543 -0.0237631
  0.06114475 -0.02448021
  0.0658343 -0.02521516
  0.07082705 -0.02596468
  0.0761163 -0.02672454
  0.08168624 -0.02749013
  0.08751473 -0.02825627
  0.09357417 -0.02901632
  0.09983403 -0.02976395
  0.106267 -0.03049402
  0.1128546 -0.03120348
  0.1195822 -0.0318912
  0.1264336 -0.03255667
  0.1333912 -0.03319989
  0.1404365 -0.03382139
  0.147551 -0.03442228
  0.154717 -0.03500418
  0.1619184 -0.03556851
  0.169142 -0.03611432
  0.1763782 -0.03664029
  0.1836215 -0.03714548
  0.1908699 -0.03762928
  0.198126 -0.03809135
  0.2053961 -0.03853156
  0.2126902 -0.0389506
  0.2200174 -0.03935063
  0.2273831 -0.03973379
  0.2347885 -0.04010204
  0.2422304 -0.04045716
  0.2497006 -0.04080082
  0.257186 -0.04113447
  0.2646711 -0.04145765
  0.2721436 -0.04176853
  0.2795968 -0.04206553
  0.2870292 -0.04234732
  0.294444 -0.04261279
  0.3018498 -0.04286096
  0.3092592 -0.04309144
  0.3166849 -0.04330566
  0.3241351 -0.04350531
  0.3316127 -0.04369194
  0.3391158 -0.04386699
  0.3466366 -0.04403183
  0.3541619 -0.04418768
  0.3616752 -0.04433403
  0.3691644 -0.0444688
  0.3766235 -0.04459003
  0.3840527 -0.04469593
  0.3914582 -0.04478483
  0.3988513 -0.04485506
  0.4062486 -0.0449058
  0.4136662 -0.04493882
  0.4211153 -0.0449563
  0.428602 -0.04496041
  0.4361269 -0.04495334
  0.4436846 -0.04493734
  0.4512637 -0.04491464
  0.4588488 -0.04488556
  0.4664273 -0.04484906
  0.4739904 -0.04480413
  0.4815333 -0.04474978
  0.4890553 -0.04468501
  0.4965594 -0.04460883
  0.5040517 -0.04452041
  0.5115384 -0.04441959
  0.5190232 -0.0443063
  0.5265072 -0.04418049
  0.5339892 -0.04404216
  0.5414653 -0.04389136
  0.5489292 -0.0437282
  0.5563732 -0.04355216
  0.5637916 -0.04336202
  0.5711818 -0.04315653
  0.5785439 -0.04293437
  0.5858808 -0.0426942
  0.5931982 -0.04243455
  0.6005039 -0.04215391
  0.6078064 -0.04185164
  0.615111 -0.04152772
  0.6224184 -0.04118229
  0.6297255 -0.04081569
  0.6370248 -0.04042852
  0.6443048 -0.04002173
  0.6515502 -0.03959627
  0.6587459 -0.03915087
  0.665882 -0.03868292
  0.6729551 -0.03818964
  0.6799673 -0.03766809
  0.6869259 -0.03711503
  0.6938422 -0.03652681
  0.7007319 -0.03589939
  0.7076136 -0.03523079
  0.7145039 -0.03452144
  0.7214169 -0.03377186
  0.7283636 -0.03298263
  0.7353522 -0.03215452
  0.7423878 -0.03128862
  0.7494721 -0.03038646
  0.7566038 -0.02945005
  0.7637798 -0.02848162
  0.7709976 -0.02748353
  0.7782548 -0.02645821
  0.7855493 -0.02540818
  0.7928795 -0.024336
  0.8002439 -0.02324428
  0.8076415 -0.02213563
  0.8150698 -0.02101277
  0.8225243 -0.01987884
  0.8299976 -0.01873741
  0.8374801 -0.01759253
  0.8449597 -0.01644863
  0.852422 -0.01531048
  0.8598513 -0.01418326
  0.8672333 -0.01307218
  0.8745561 -0.01198191
  0.88181 -0.01091659
  0.8889873 -0.00987976
  0.8960827 -0.008874433
  0.9030924 -0.007903199
  0.9100123 -0.006970752
  0.9168314 -0.006084412
  0.923532 -0.005251592
  0.9300922 -0.004479112
  0.9364881 -0.003772641
  0.9426965 -0.003136257
  0.9486976 -0.002572188
  0.954476 -0.002080431
  0.9600228 -0.001656851
  0.9653369 -0.001295503
  0.9704225 -0.0009903451
  0.9752879 -0.000735552
  0.9799437 -0.000525694
  0.9844016 -0.0003558259
  0.9886737 -0.0002215116
  0.9927723 -0.0001188118
  0.9967089 -4.425039e-05
  1.0 0.0
