FX 84-W-218
  0.3394211 -0.07857579
  0.3484231 -0.078287
  0.3574668 -0.07795742
  0.3665488 -0.07758721
  0.3756655 -0.07717664
  0.3848138 -0.07672599
  0.3939908 -0.07623558
  0.4031945 -0.07570574
  0.4124231 -0.07513685
  0.4216751 -0.07452946
  0.4309483 -0.07388419
  0.4402398 -0.07320174
  0.4495469 -0.07248234
  0.4588678 -0.07172576
  0.4682024 -0.07093163
  0.4775522 -0.07009976
  0.4869183 -0.06923087
  0.4963005 -0.06832601
  0.5056968 -0.06738636
  0.515104 -0.06641238
  0.5245204 -0.06540378
  0.533946 -0.06436006
  0.5433826 -0.06328079
  0.5528321 -0.06216621
  0.5622956 -0.06101677
  0.5717731 -0.05983302
  0.5812641 -0.05861516
  0.5907694 -0.05736303
  0.600291 -0.05607625
  0.6098325 -0.05475479
  0.6193969 -0.05339962
  0.6289857 -0.05201204
  0.638599 -0.05059345
  0.6482357 -0.04914483
  0.6578945 -0.04766705
  0.6675743 -0.04616098
  0.6772743 -0.04462715
  0.6869956 -0.04306562
  0.6967413 -0.0414762
  0.7065153 -0.03986032
  0.7163174 -0.03822168
  0.726141 -0.03656506
  0.7359753 -0.0348942
  0.7458108 -0.03321077
  0.755642 -0.03151589
  0.7654647 -0.02981297
  0.7752682 -0.02810861
  0.7850332 -0.0264108
  0.7947363 -0.02472711
  0.8043581 -0.02306378
  0.813884 -0.02142603
  0.8233009 -0.01981883
  0.8325949 -0.0182471
  0.8417519 -0.01671653
  0.8507622 -0.01523341
  0.8596211 -0.01380256
  0.8683248 -0.0124261
  0.8768652 -0.01110533
  0.8852314 -0.009843165
  0.8934162 -0.008645603
  0.9014188 -0.007517351
  0.9092408 -0.006460216
  0.9168817 -0.005474524
  0.9243391 -0.004561486
  0.931613 -0.003724198
  0.9387078 -0.002964486
  0.9456275 -0.002281042
  0.9523731 -0.001671873
  0.9589451 -0.001139609
  0.9653483 -0.0006893031
  0.9715907 -0.0003242992
  0.9776814 -4.714109e-05
  0.9836289 0.0001357754
  0.9894407 0.0002101999
  0.9951419 0.0001598907
  1.0 0.0
