NACA M2
  0.4579866 0.03874271
  0.4516047 0.03891683
  0.4452244 0.03908252
  0.4388456 0.03923959
  0.432468 0.03938786
  0.4260915 0.03952716
  0.4197157 0.03965731
  0.4133403 0.03977813
  0.4069651 0.03988946
  0.4005896 0.0399911
  0.3942134 0.0400829
  0.3878361 0.04016484
  0.3814574 0.04023693
  0.3750771 0.04029921
  0.3686951 0.04035167
  0.3623113 0.04039434
  0.3559259 0.04042723
  0.3495391 0.04045035
  0.3431511 0.04046371
  0.3367623 0.04046734
  0.3303732 0.04046125
  0.3239845 0.04044546
  0.3175968 0.04042
  0.3112108 0.04038489
  0.3048276 0.04034019
  0.298448 0.04028591
  0.2920732 0.04022191
  0.285704 0.04014758
  0.2793414 0.0400623
  0.2729858 0.03996543
  0.2666377 0.03985635
  0.2602973 0.03973445
  0.2539644 0.03959911
  0.2476391 0.0394497
  0.2413208 0.03928561
  0.235009 0.0391062
  0.2287031 0.03891085
  0.2224019 0.03869891
  0.2161045 0.03846971
  0.2098096 0.03822258
  0.2035157 0.03795682
  0.1972212 0.03767171
  0.1909244 0.03736678
  0.1846247 0.0370419
  0.1783222 0.036697
  0.1720183 0.03633206
  0.1657152 0.03594716
  0.1594163 0.03554248
  0.1531261 0.03511829
  0.1468498 0.03467494
  0.1405933 0.0342116
  0.1343606 0.03372614
  0.128154 0.03321634
  0.1219739 0.0326799
  0.1158188 0.03211444
  0.1096856 0.03151742
  0.1035696 0.0308861
  0.09746457 0.03021753
  0.09136656 0.02950946
  0.08528294 0.02876169
  0.07923407 0.02797589
  0.07325194 0.02715581
  0.06737201 0.02630017
  0.06161913 0.02539729
  0.05600838 0.0244363
  0.05054685 0.02340852
  0.04524026 0.02231156
  0.04012119 0.02116812
  0.03523727 0.02000904
  0.03063385 0.01886317
  0.02634517 0.01775488
  0.02238942 0.01669308
  0.01883815 0.01561452
  0.01585019 0.0145173
  0.01343374 0.013457
  0.01144844 0.01245186
  0.009787217 0.01151004
  0.008380954 0.01063266
  0.007171919 0.009809954
  0.006119517 0.009032256
  0.005195384 0.008291675
  0.00437924 0.007581928
  0.003656312 0.006898062
  0.003015576 0.006236075
  0.002448691 0.005592688
  0.001949301 0.004965165
  0.001512548 0.004351173
  0.001134754 0.00374868
  0.0008132053 0.003155884
  0.0005460023 0.002571149
  0.0003319646 0.001992953
  0.0001705783 0.001419845
  6.197838e-05 0.0008504081
  6.965887e-06 0.0002832146
  6.965887e-06 -0.0002832146
  6.197838e-05 -0.0008504081
  0.0001705783 -0.001419845
  0.0003319646 -0.001992953
  0.0005460023 -0.002571149
  0.0008132053 -0.003155884
  0.001134754 -0.00374868
  0.001512548 -0.004351173
  0.001949301 -0.004965165
  0.002448691 -0.005592688
  0.003015576 -0.006236075
  0.003656312 -0.006898062
  0.00437924 -0.007581928
  0.005195384 -0.008291675
  0.006119517 -0.009032256
  0.007171919 -0.009809954
  0.008380954 -0.01063266
  0.009787217 -0.01151004
  0.01144844 -0.01245186
  0.01343374 -0.013457
  0.01585019 -0.0145173
  0.01883815 -0.01561452
  0.02238942 -0.01669308
  0.02634517 -0.01775488
  0.03063385 -0.01886317
  0.03523727 -0.02000904
  0.04012119 -0.02116812
  0.04524026 -0.02231156
  0.05054685 -0.02340852
  0.05600838 -0.0244363
  0.06161913 -0.02539729
  0.06737201 -0.02630017
  0.07325194 -0.02715581
  0.07923407 -0.02797589
  0.08528294 -0.02876169
  0.09136656 -0.02950946
  0.09746457 -0.03021753
  0.1035696 -0.0308861
  0.1096856 -0.03151742
  0.1158188 -0.03211444
  0.1219739 -0.0326799
  0.128154 -0.03321634
  0.1343606 -0.03372614
  0.1405933 -0.0342116
  0.1468498 -0.03467494
  0.1531261 -0.03511829
  0.1594163 -0.03554248
  0.1657152 -0.03594716
  0.1720183 -0.03633206
  0.1783222 -0.036697
  0.1846247 -0.0370419
  0.1909244 -0.03736678
  0.1972212 -0.03767171
  0.2035157 -0.03795682
  0.2098096 -0.03822258
  0.2161045 -0.03846971
  0.2224019 -0.03869891
  0.2287031 -0.03891085
  0.235009 -0.0391062
  0.2413208 -0.03928561
  0.2476391 -0.0394497
  0.2539644 -0.03959911
  0.2602973 -0.03973445
  0.2666377 -0.03985635
  0.2729858 -0.03996543
  0.2793414 -0.0400623
  0.285704 -0.04014758
  0.2920732 -0.04022191
  0.298448 -0.04028591
  0.3048276 -0.04034019
  0.3112108 -0.04038489
  0.3175968 -0.04042
  0.3239845 -0.04044546
  0.3303732 -0.04046125
  0.3367623 -0.04046734
  0.3431511 -0.04046371
  0.3495391 -0.04045035
  0.3559259 -0.04042723
  0.3623113 -0.04039434
  0.3686951 -0.04035167
  0.3750771 -0.04029921
  0.3814574 -0.04023693
  0.3878361 -0.04016484
  0.3942134 -0.0400829
  0.4005896 -0.0399911
  0.4069651 -0.03988946
  0.4133403 -0.03977813
  0.4197157 -0.03965731
  0.4260915 -0.03952716
  0.432468 -0.03938786
  0.4388456 -0.03923959
  0.4452244 -0.03908252
  0.4516047 -0.03891683
  0.4579866 -0.03874271
  0.4643703 -0.03856031
  0.4707557 -0.03836983
  0.477143 -0.03817144
  0.4835322 -0.03796532
  0.4899232 -0.03775165
  0.4963159 -0.03753062
  0.5027102 -0.03730242
  0.509106 -0.03706716
  0.5155031 -0.03682492
  0.5219013 -0.03657574
  0.5283005 -0.03631969
  0.5347005 -0.03605682
  0.5411012 -0.03578721
  0.5475023 -0.0355109
  0.5539036 -0.03522796
  0.560305 -0.03493845
  0.5667062 -0.03464243
  0.5731072 -0.03433998
  0.5795075 -0.03403116
  0.5859072 -0.03371604
  0.5923058 -0.03339467
  0.5987033 -0.03306714
  0.6050993 -0.03273352
  0.6114938 -0.03239387
  0.6178865 -0.03204827
  0.6242775 -0.0316968
  0.6306668 -0.03133951
  0.6370545 -0.03097647
  0.6434408 -0.03060774
  0.6498261 -0.03023335
  0.6562107 -0.02985336
  0.662595 -0.0294678
  0.6689796 -0.02907671
  0.6753652 -0.0286801
  0.6817523 -0.02827799
  0.6881419 -0.02787038
  0.6945347 -0.02745729
  0.7009318 -0.0270387
  0.7073342 -0.02661459
  0.7137426 -0.02618488
  0.7201577 -0.02574955
  0.7265796 -0.02530857
  0.7330082 -0.02486193
  0.7394421 -0.02440973
  0.7458729 -0.02395256
  0.7522988 -0.02349056
  0.7587214 -0.02302364
  0.7651426 -0.02255167
  0.7715646 -0.0220745
  0.77799 -0.02159193
  0.7844206 -0.02110382
  0.7908447 -0.02061108
  0.7972548 -0.02011431
  0.8036472 -0.01961384
  0.8100181 -0.01911005
  0.816365 -0.01860326
  0.8226867 -0.01809369
  0.8289832 -0.01758147
  0.8352556 -0.01706661
  0.8415064 -0.01654904
  0.8477389 -0.01602858
  0.8539574 -0.01550497
  0.8601675 -0.01497783
  0.8663757 -0.01444668
  0.8725893 -0.01391093
  0.8788174 -0.01336988
  0.8850699 -0.01282267
  0.8913584 -0.01226828
  0.8976966 -0.01170551
  0.9040955 -0.01113332
  0.9104645 -0.01055973
  0.9167592 -0.009988714
  0.9229963 -0.009418747
  0.9292048 -0.008847134
  0.9354257 -0.008270002
  0.9417141 -0.007682021
  0.9480853 -0.007081452
  0.9542725 -0.006493457
  0.9601787 -0.005927712
  0.9657744 -0.005387709
  0.9710526 -0.004874771
  0.9760216 -0.004388714
  0.9806985 -0.003928425
  0.9851046 -0.003492298
  0.9892624 -0.00307853
  0.993194 -0.002685289
  0.9969202 -0.002310821
  1.0 -0.002
