DAE-51 AIRFOIL
  0.07838806 -0.01594677
  0.08453781 -0.01602013
  0.09076573 -0.0160636
  0.09705523 -0.01608009
  0.1033954 -0.01607168
  0.1097769 -0.01604015
  0.1161919 -0.01598751
  0.1226338 -0.0159159
  0.1290979 -0.0158272
  0.1355802 -0.01572248
  0.1420776 -0.01560274
  0.1485876 -0.015469
  0.1551084 -0.0153223
  0.1616389 -0.01516346
  0.1681781 -0.01499311
  0.1747253 -0.01481188
  0.1812801 -0.01462042
  0.1878422 -0.01441934
  0.1944113 -0.01420922
  0.2009872 -0.01399063
  0.2075697 -0.01376415
  0.2141584 -0.01353033
  0.2207529 -0.01328974
  0.2273529 -0.01304283
  0.233958 -0.01279002
  0.2405679 -0.01253178
  0.2471822 -0.01226853
  0.2538006 -0.01200067
  0.2604228 -0.01172851
  0.2670487 -0.01145239
  0.2736781 -0.0111726
  0.2803109 -0.01088948
  0.2869471 -0.01060331
  0.2935866 -0.01031439
  0.3002295 -0.01002302
  0.3068757 -0.009729481
  0.3135254 -0.009434095
  0.3201784 -0.009137289
  0.3268346 -0.008839526
  0.3334935 -0.008541276
  0.3401547 -0.008243019
  0.3468172 -0.007945093
  0.3534804 -0.007647577
  0.3601436 -0.00735052
  0.366806 -0.007053966
  0.3734673 -0.006757964
  0.3801268 -0.006462655
  0.3867843 -0.006168261
  0.3934396 -0.005874999
  0.4000927 -0.00558308
  0.4067436 -0.005292701
  0.4133925 -0.005004017
  0.4200397 -0.00471716
  0.4266855 -0.004432264
  0.4333301 -0.00414946
  0.4399739 -0.003868854
  0.4466171 -0.003590483
  0.4532598 -0.00331438
  0.4599021 -0.00304058
  0.4665436 -0.002769128
  0.4731843 -0.002500108
  0.4798237 -0.00223365
  0.4864618 -0.001969886
  0.4930985 -0.001708941
  0.4997338 -0.001450937
  0.506368 -0.001195977
  0.513001 -0.0009441604
  0.5196329 -0.0006955844
  0.5262639 -0.0004503483
  0.5328938 -0.0002085507
  0.5395228 2.971638e-05
  0.5461508 0.000264363
  0.5527777 0.0004952991
  0.5594037 0.0007224345
  0.5660285 0.0009456715
  0.5726523 0.001164896
  0.5792748 0.00137999
  0.585896 0.001590834
  0.5925155 0.001797307
  0.5991331 0.00199925
  0.6057487 0.002196468
  0.6123623 0.002388771
  0.6189737 0.002575971
  0.6255833 0.002757886
  0.6321912 0.002934364
  0.6387974 0.003105265
  0.6454019 0.003270445
  0.6520047 0.003429757
  0.6586054 0.003583039
  0.6652039 0.003730075
  0.6717999 0.003870645
  0.6783934 0.004004531
  0.6849845 0.004131516
  0.6915732 0.004251396
  0.6981597 0.004363984
  0.7047441 0.004469092
  0.7113264 0.004566534
  0.7179068 0.004656124
  0.7244854 0.004737709
  0.7310623 0.004811161
  0.7376377 0.004876351
  0.7442119 0.004933147
  0.750785 0.004981432
  0.7573572 0.005021142
  0.7639288 0.005052229
  0.7704995 0.005074644
  0.7770693 0.005088339
  0.7836379 0.005093234
  0.790205 0.005089184
  0.7967701 0.00507604
  0.8033329 0.005053651
  0.8098928 0.005021869
  0.8164494 0.004980443
  0.823002 0.004929031
  0.8295504 0.004867285
  0.8360941 0.004794864
  0.842633 0.004711423
  0.8491669 0.00461658
  0.8556957 0.004509935
  0.8622199 0.004391086
  0.8687399 0.004259624
  0.8752563 0.004115209
  0.88177 0.003957713
  0.8882816 0.003787044
  0.8947921 0.003603106
  0.901302 0.003405796
  0.907812 0.003195192
  0.9143222 0.002971651
  0.9208314 0.002735589
  0.9273375 0.002487468
  0.9338377 0.002227778
  0.940326 0.001956777
  0.9467902 0.001674778
  0.9532109 0.001382517
  0.9595628 0.0010812
  0.9658107 0.0007735525
  0.9718977 0.0004644633
  0.9777519 0.0001597861
  0.9832855 -0.0001322682
  0.9883704 -0.0004004082
  0.992912 -0.0006371264
  0.9969127 -0.0008429293
  1.0 -0.001
