  SD7043 (9.1%)
  0.008027409 0.01596185
  0.007038853 0.01483632
  0.006146345 0.01375037
  0.005341607 0.0127029
  0.004616826 0.01169236
  0.003965108 0.01071528
  0.003380085 0.009767248
  0.002855768 0.008844277
  0.002386708 0.007942831
  0.001968036 0.007059824
  0.001595449 0.006192576
  0.001265159 0.00533876
  0.0009738442 0.004496354
  0.0007187184 0.003663722
  0.0005009663 0.002842764
  0.0003252505 0.002038016
  0.0001955563 0.001252587
  0.0001154439 0.0004884514
  8.845718e-05 -0.0002531631
  0.0001184844 -0.0009714903
  0.0002101168 -0.00166602
  0.0003690637 -0.002336342
  0.0006026235 -0.002982039
  0.0009153687 -0.003604383
  0.001305815 -0.004207084
  0.001773175 -0.004793382
  0.002317767 -0.005365908
  0.002940687 -0.005926747
  0.003643342 -0.006477405
  0.004426621 -0.007018636
  0.005289336 -0.007550064
  0.006226685 -0.008069656
  0.007241102 -0.00857485
  0.008341767 -0.009063435
  0.00953873 -0.009533442
  0.01084261 -0.009983623
  0.01226428 -0.01041424
  0.0138146 -0.01082833
  0.01550456 -0.01123346
  0.0173467 -0.01164425
  0.01935891 -0.01207402
  0.02156473 -0.01252375
  0.02398972 -0.0129921
  0.02665868 -0.01347552
  0.02959414 -0.01396772
  0.03281734 -0.01445939
  0.03635243 -0.01493926
  0.04022857 -0.01539999
  0.04446727 -0.01583611
  0.04907308 -0.01624337
  0.05402897 -0.01662108
  0.05930006 -0.01697282
  0.06483909 -0.01729548
  0.07058682 -0.01758299
  0.07648417 -0.01783172
  0.08248785 -0.01804087
  0.08858061 -0.01821181
  0.09475886 -0.01834667
  0.1010179 -0.01844792
  0.1073501 -0.01851841
  0.1137453 -0.01856143
  0.1201901 -0.01858001
  0.1266711 -0.01857536
  0.1331772 -0.0185484
  0.1397009 -0.01850021
  0.1462376 -0.01843195
  0.1527866 -0.01834479
  0.1593497 -0.01823987
  0.1659291 -0.01811832
  0.1725256 -0.01798126
  0.1791392 -0.01782989
  0.1857687 -0.01766542
  0.192412 -0.01748913
  0.1990657 -0.01730196
  0.2057271 -0.01710436
  0.212394 -0.01689674
  0.2190649 -0.01667949
  0.2257391 -0.01645301
  0.2324169 -0.01621764
  0.2390991 -0.01597374
  0.2457869 -0.01572175
  0.2524812 -0.01546219
  0.2591827 -0.01519556
  0.2658914 -0.01492242
  0.2726071 -0.01464333
  0.279329 -0.01435887
  0.2860561 -0.01406962
  0.292787 -0.01377591
  0.2995206 -0.01347793
  0.3062562 -0.01317586
  0.3129932 -0.01286989
  0.3197314 -0.01256016
  0.326471 -0.01224683
  0.3332124 -0.01193002
  0.3399562 -0.01160991
  0.346703 -0.01128675
  0.3534532 -0.01096083
  0.3602073 -0.01063241
  0.3669651 -0.01030179
  0.3737267 -0.009969276
  0.3804917 -0.009635169
  0.3872597 -0.009299789
  0.3940302 -0.00896339
  0.4008025 -0.008626179
  0.4075762 -0.008288358
  0.4143508 -0.007950129
  0.4211259 -0.007611688
  0.4279013 -0.00727323
  0.4346768 -0.006934946
  0.441452 -0.00659702
  0.448227 -0.006259581
  0.4550015 -0.005922729
  0.4617752 -0.005586567
  0.4685481 -0.005251197
  0.4753198 -0.004916722
  0.4820901 -0.004583247
  0.4888586 -0.004250878
  0.495625 -0.003919727
  0.502389 -0.003589981
  0.5091504 -0.003261876
  0.5159089 -0.002935646
  0.5226646 -0.002611518
  0.5294174 -0.002289715
  0.5361677 -0.001970453
  0.5429156 -0.001653945
  0.5496614 -0.001340395
  0.5564057 -0.001029943
  0.5631488 -0.0007226591
  0.5698909 -0.0004186163
  0.5766321 -0.000117891
  0.5833726 0.0001794349
  0.5901122 0.0004732753
  0.5968508 0.0007635394
  0.6035882 0.001050132
  0.6103239 0.001332912
  0.6170576 0.001611667
  0.6237891 0.001886185
  0.6305182 0.002156254
  0.6372447 0.002421669
  0.6439687 0.002682228
  0.65069 0.00293773
  0.6574089 0.00318798
  0.6641254 0.003432777
  0.6708396 0.003671914
  0.6775516 0.003905177
  0.6842612 0.004132355
  0.6909684 0.004353229
  0.6976729 0.004567584
  0.7043744 0.004775201
  0.7110726 0.004975858
  0.7177671 0.005169273
  0.7244575 0.005355112
  0.7311437 0.005533047
  0.7378256 0.005702752
  0.7445035 0.005863909
  0.7511775 0.006016203
  0.757848 0.00615932
  0.7645155 0.006292963
  0.7711804 0.006416876
  0.7778428 0.006530806
  0.7845023 0.006634498
  0.7911583 0.00672769
  0.7978099 0.006810124
  0.8044557 0.006881546
  0.8110943 0.006941588
  0.8177239 0.006989444
  0.8243434 0.007024222
  0.8309515 0.00704505
  0.8375476 0.007051075
  0.844131 0.007041458
  0.8507015 0.007015375
  0.8572591 0.006971956
  0.8638037 0.006910281
  0.8703353 0.006829442
  0.876854 0.006728537
  0.8833601 0.006606673
  0.8898536 0.006462968
  0.8963347 0.006296591
  0.9028031 0.00610677
  0.9092581 0.005892764
  0.9156984 0.005653871
  0.9221225 0.005389435
  0.928528 0.005099054
  0.9349119 0.004782783
  0.9412695 0.004440853
  0.9475949 0.00407365
  0.9538806 0.003681913
  0.9601065 0.003268367
  0.9662265 0.002838326
  0.9721747 0.002399148
  0.977877 0.001958037
  0.9832525 0.001520648
  0.9882327 0.001093439
  0.9927773 0.0006841036
  0.9968541 0.0003029707
  1.00001 0.0
