EH 2.5/10
  0.2679351 0.07464726
  0.2618172 0.07460601
  0.2557038 0.07452761
  0.2495953 0.07441108
  0.2434924 0.07425536
  0.2373958 0.07405927
  0.231306 0.0738216
  0.225223 0.07354112
  0.219147 0.07321662
  0.213078 0.072847
  0.2070166 0.0724312
  0.2009636 0.0719682
  0.1949206 0.07145698
  0.1888892 0.07089604
  0.1828704 0.07028366
  0.1768651 0.06961812
  0.1708734 0.06889767
  0.1648955 0.06812075
  0.1589318 0.06728596
  0.1529831 0.06639197
  0.1470506 0.0654375
  0.1411357 0.06442116
  0.1352402 0.06334139
  0.1293654 0.06219664
  0.1235129 0.06098538
  0.117684 0.05970584
  0.111881 0.05835596
  0.1061067 0.05693386
  0.1003649 0.0554379
  0.09465949 0.05386664
  0.08899486 0.05221793
  0.08337364 0.0504891
  0.07779688 0.048677
  0.07226407 0.04677793
  0.0667764 0.04478765
  0.0613429 0.04270386
  0.05598107 0.04052831
  0.05071546 0.03826727
  0.04557627 0.03593106
  0.0406023 0.03353145
  0.03583726 0.031086
  0.03132653 0.02861966
  0.02717802 0.02619857
  0.02354529 0.02393725
  0.02047813 0.02190759
  0.01791148 0.02011184
  0.01577103 0.01854743
  0.01399649 0.01720611
  0.01252404 0.01603968
  0.01128323 0.01500569
  0.01019749 0.01411559
  0.009223654 0.01336089
  0.008376155 0.012655
  0.007670023 0.0119229
  0.007098832 0.0111369
  0.006593751 0.01038251
  0.006079971 0.009759753
  0.00550744 0.009331286
  0.004841393 0.009138204
  0.004157171 0.009062531
  0.003690152 0.008744872
  0.003431208 0.008147942
  0.003241451 0.007412114
  0.00296608 0.006700088
  0.002518496 0.006113069
  0.002069485 0.005484758
  0.001626032 0.004809996
  0.001194841 0.004091968
  0.0007989299 0.003323182
  0.0004507417 0.002501914
  0.0001734096 0.001632648
  1.670144e-05 0.0007325751
  3.426545e-05 -0.0001972635
  0.0002460648 -0.001169157
  0.0006356053 -0.002179122
  0.001196109 -0.003201398
  0.001944406 -0.004232183
  0.002885873 -0.005268847
  0.004059556 -0.006286221
  0.005494886 -0.007276016
  0.007238008 -0.008225253
  0.009349998 -0.009138758
  0.01189891 -0.01008744
  0.01493948 -0.01113019
  0.01851384 -0.01223082
  0.02260841 -0.01333629
  0.02717126 -0.01438501
  0.03213912 -0.01532961
  0.03743208 -0.01616627
  0.04298055 -0.01690486
  0.04872218 -0.01755678
  0.05459679 -0.01814105
  0.06055707 -0.0186649
  0.06656754 -0.01913014
  0.07260617 -0.01954112
  0.07866651 -0.01990403
  0.08475384 -0.02022577
  0.09087283 -0.02051312
  0.09702375 -0.02077274
  0.1032022 -0.02101123
  0.1094002 -0.02123289
  0.115611 -0.02143996
  0.1218295 -0.02163472
  0.1280531 -0.02181956
  0.1342811 -0.02199612
  0.1405132 -0.02216524
  0.146749 -0.02232771
  0.1529885 -0.02248432
  0.1592313 -0.02263583
  0.1654771 -0.02278291
  0.1717255 -0.0229262
  0.1779757 -0.02306639
  0.1842272 -0.02320388
  0.1904794 -0.02333886
  0.1967323 -0.02347154
  0.2029866 -0.02360209
  0.2092426 -0.02373085
  0.2155007 -0.02385826
  0.2217603 -0.02398475
  0.22802 -0.02411076
  0.2342781 -0.02423689
  0.2405336 -0.02436396
  0.2467866 -0.0244928
  0.2530381 -0.02462425
  0.2592898 -0.02475828
  0.2655432 -0.02489396
  0.2717989 -0.02503031
  0.2780567 -0.02516635
  0.2843161 -0.02530173
  0.2905761 -0.02543673
  0.2968361 -0.02557169
  0.3030958 -0.02570694
  0.3093547 -0.02584242
  0.3156126 -0.02597774
  0.3218695 -0.02611247
  0.3281251 -0.02624619
  0.3343795 -0.02637847
  0.3406327 -0.02650892
  0.3468847 -0.0266371
  0.3531358 -0.02676261
  0.3593862 -0.02688517
  0.3656359 -0.02700465
  0.3718852 -0.02712088
  0.3781341 -0.02723374
  0.3843825 -0.02734307
  0.3906305 -0.02744873
  0.3968781 -0.02755058
  0.4031249 -0.02764846
  0.409371 -0.02774215
  0.4156161 -0.02783138
  0.4218602 -0.02791585
  0.4281031 -0.02799528
  0.4343449 -0.02806938
  0.4405856 -0.02813788
  0.4468252 -0.02820049
  0.4530639 -0.02825693
  0.4593017 -0.02830694
  0.4655387 -0.02835031
  0.471775 -0.02838681
  0.4780106 -0.02841621
  0.4842454 -0.0284383
  0.4904794 -0.02845284
  0.4967124 -0.02845962
  0.5029443 -0.02845842
  0.5091749 -0.02844903
  0.5154041 -0.02843123
  0.521632 -0.02840483
  0.5278586 -0.02836963
  0.5340841 -0.02832542
  0.540309 -0.028272
  0.5465337 -0.02820916
  0.5527588 -0.02813668
  0.558985 -0.02805445
  0.5652124 -0.02796246
  0.5714413 -0.02786072
  0.5776713 -0.02774924
  0.5839017 -0.02762804
  0.5901314 -0.02749716
  0.5963592 -0.02735663
  0.6025833 -0.02720652
  0.6088018 -0.02704672
  0.6150137 -0.02687689
  0.6212189 -0.02669663
  0.6274184 -0.02650555
  0.6336143 -0.02630318
  0.6398095 -0.02608903
  0.6460084 -0.02586252
  0.652216 -0.02562306
  0.6584375 -0.02537181
  0.6646721 -0.0251129
  0.6709103 -0.02485106
  0.6771336 -0.02459129
  0.6833179 -0.02433043
  0.6894471 -0.0240528
  0.6955188 -0.02374205
  0.7015434 -0.02338206
  0.7075412 -0.02297371
  0.7135322 -0.02255042
  0.719528 -0.02214948
  0.725532 -0.02180093
  0.7315419 -0.02149484
  0.7375579 -0.02120833
  0.743584 -0.02091823
  0.7496283 -0.0206009
  0.7557027 -0.02023687
  0.7618192 -0.01983033
  0.767982 -0.0193935
  0.7741852 -0.01893989
  0.7804125 -0.01848248
  0.7866436 -0.01802354
  0.7928658 -0.01756067
  0.7990757 -0.01709082
  0.8052785 -0.01661085
  0.8114836 -0.01612087
  0.8176968 -0.01562257
  0.8239201 -0.01511796
  0.830151 -0.01460923
  0.836385 -0.01409739
  0.8426191 -0.01358277
  0.8488517 -0.01306558
  0.8550833 -0.01254587
  0.8613152 -0.01202374
  0.8675482 -0.01149937
  0.8737822 -0.01097302
  0.8800166 -0.01044495
  0.8862504 -0.009915219
  0.8924833 -0.009383697
  0.8987156 -0.00885021
  0.9049484 -0.008314558
  0.9111828 -0.00777685
  0.9174188 -0.007237422
  0.9236552 -0.006696719
  0.9298898 -0.006155241
  0.9361201 -0.005613077
  0.9423463 -0.005069943
  0.9485706 -0.004525331
  0.9547978 -0.003978627
  0.9610276 -0.003430339
  0.9672433 -0.002882791
  0.9734103 -0.002339807
  0.9794818 -0.001805589
  0.9854006 -0.001284768
  0.991013 -0.0007908544
  0.9960916 -0.0003439309
  1.0 0.0
