NACA 67,1-215
  0.04073209 0.0328513
  0.03741482 0.03161397
  0.03433756 0.03041679
  0.03149631 0.02926324
  0.02888016 0.02815519
  0.02647333 0.02709285
  0.02425769 0.02607516
  0.02221483 0.0250997
  0.02032977 0.02415946
  0.01858855 0.02324624
  0.01697725 0.02235349
  0.01548293 0.0214761
  0.01409396 0.02061002
  0.0128001 0.01975202
  0.01159238 0.01889952
  0.01046281 0.01805083
  0.009403282 0.01720797
  0.008406659 0.01637458
  0.007467243 0.01555387
  0.006580307 0.01474861
  0.00574297 0.01395955
  0.004960247 0.01317657
  0.004238478 0.01238709
  0.003581627 0.0115817
  0.002988876 0.01076131
  0.002456941 0.009931426
  0.001982631 0.009096277
  0.001563021 0.008258992
  0.001195524 0.007421875
  0.0008779233 0.006586593
  0.0006083866 0.005754323
  0.000385466 0.004925863
  0.0002080992 0.004101712
  7.561294e-05 0.003282133
  -1.226671e-05 0.002467191
  -5.539361e-05 0.001656786
  -5.316622e-05 0.0008506676
  -4.473011e-06 4.844507e-05
  9.191454e-05 -0.0007505015
  0.0002355865 -0.001547227
  0.0004260006 -0.002342719
  0.0006630935 -0.003137754
  0.0009472392 -0.003932898
  0.001279221 -0.004728488
  0.001660209 -0.005524602
  0.002091745 -0.006321004
  0.002575711 -0.007117058
  0.003114293 -0.007911612
  0.003709899 -0.008702833
  0.004365028 -0.00948798
  0.005082033 -0.01026312
  0.005862742 -0.01102274
  0.006707747 -0.01176121
  0.007615351 -0.01248355
  0.008582336 -0.01320169
  0.009605939 -0.01392779
  0.01068916 -0.01466249
  0.01183718 -0.01540277
  0.01305616 -0.01614499
  0.01435373 -0.01688495
  0.01573861 -0.01762084
  0.01722033 -0.01835422
  0.01880979 -0.01908733
  0.02051951 -0.01982314
  0.02236363 -0.02056569
  0.02435782 -0.02132048
  0.0265187 -0.02209512
  0.02886331 -0.02289766
  0.031412 -0.02373056
  0.03418585 -0.02459437
  0.03720366 -0.02548874
  0.04047904 -0.02641217
  0.04401784 -0.02736228
  0.04781811 -0.02833685
  0.05187421 -0.02933584
  0.05618604 -0.03036135
  0.06075886 -0.03140998
  0.06559364 -0.0324755
  0.07068608 -0.03355027
  0.0760282 -0.03462582
  0.08161144 -0.03569437
  0.08742575 -0.03675215
  0.09345554 -0.03779718
  0.09967965 -0.03882835
  0.1060729 -0.03984543
  0.1126085 -0.04084552
  0.1192588 -0.04182427
  0.1259967 -0.0427782
  0.1327982 -0.04370493
  0.1396433 -0.04460328
  0.1465182 -0.04547327
  0.1534153 -0.04631597
  0.1603334 -0.0471328
  0.1672736 -0.04792447
  0.1742366 -0.04869159
  0.1812228 -0.04943468
  0.1882321 -0.05015427
  0.195264 -0.05085082
  0.2023177 -0.0515248
  0.2093917 -0.05217666
  0.2164847 -0.05280696
  0.2235952 -0.05341631
  0.2307221 -0.05400535
  0.2378642 -0.05457476
  0.2450205 -0.05512524
  0.2521903 -0.05565755
  0.2593729 -0.05617231
  0.2665674 -0.05666986
  0.2737726 -0.05715048
  0.2809871 -0.05761443
  0.2882088 -0.05806196
  0.2954354 -0.05849334
  0.3026642 -0.0589088
  0.3098923 -0.05930837
  0.3171173 -0.0596916
  0.3243379 -0.0600581
  0.331554 -0.06040749
  0.3387665 -0.06073949
  0.3459774 -0.06105383
  0.3531896 -0.06135028
  0.3604069 -0.061629
  0.3676325 -0.0618907
  0.3748683 -0.06213605
  0.3821148 -0.06236569
  0.3893713 -0.06258021
  0.3966356 -0.06278018
  0.4039042 -0.06296613
  0.4111727 -0.06313803
  0.4184374 -0.06329534
  0.4256957 -0.06343748
  0.4329463 -0.06356396
  0.4401888 -0.06367431
  0.4474241 -0.06376807
  0.4546544 -0.06384482
  0.4618821 -0.06390445
  0.4691094 -0.06394708
  0.4763374 -0.06397282
  0.4835666 -0.06398175
  0.4907966 -0.06397396
  0.4980261 -0.06394954
  0.5052529 -0.06390857
  0.5124748 -0.06385072
  0.5196894 -0.06377544
  0.5268949 -0.0636822
  0.5340903 -0.06357049
  0.5412744 -0.06343981
  0.548447 -0.06328966
  0.555608 -0.06311954
  0.5627577 -0.06292897
  0.5698962 -0.06271746
  0.5770237 -0.06248454
  0.5841405 -0.06222972
  0.5912468 -0.06195254
  0.5983428 -0.0616525
  0.6054287 -0.06132913
  0.6125042 -0.0609818
  0.6195682 -0.06060991
  0.6266185 -0.0602129
  0.6336522 -0.05979034
  0.6406653 -0.0593419
  0.6476531 -0.05886736
  0.6546101 -0.0583665
  0.6615306 -0.05783767
  0.6684096 -0.05727858
  0.6752437 -0.05668701
  0.6820302 -0.05606082
  0.6887676 -0.05539791
  0.6954553 -0.05469625
  0.7020937 -0.05395384
  0.7086839 -0.05316931
  0.7152296 -0.0523418
  0.7217369 -0.05147004
  0.7282148 -0.05055221
  0.7346745 -0.04958586
  0.7411299 -0.04856773
  0.7475976 -0.04749362
  0.7540978 -0.0463587
  0.7606525 -0.04516179
  0.7672807 -0.04390412
  0.7739967 -0.04258785
  0.7808087 -0.0412165
  0.7877183 -0.03979552
  0.794718 -0.03833289
  0.8017896 -0.03683944
  0.8089055 -0.03532506
  0.8160384 -0.03379503
  0.8231677 -0.03225303
  0.8302807 -0.03070117
  0.8373723 -0.02913997
  0.844445 -0.02756826
  0.8515089 -0.02598326
  0.8585792 -0.02438224
  0.8656671 -0.0227655
  0.8727737 -0.02113577
  0.8798895 -0.01949827
  0.8869945 -0.01786072
  0.8940587 -0.01623314
  0.9010438 -0.01462734
  0.9079085 -0.01306009
  0.9146171 -0.01155411
  0.921144 -0.01012824
  0.9274727 -0.008796242
  0.9335949 -0.00756732
  0.9395084 -0.006446796
  0.9452161 -0.005436927
  0.9507239 -0.00453766
  0.9560394 -0.003745195
  0.9611711 -0.003050652
  0.9661276 -0.002445197
  0.970918 -0.001920761
  0.9755512 -0.001470022
  0.9800358 -0.001086363
  0.9843801 -0.0007638269
  0.9885921 -0.0004970522
  0.9926793 -0.0002812222
  0.9966486 -0.0001120079
  1.0 0.0
