  SD5060 (9.5%)
  0.5128546 0.06028968
  0.5064986 0.06078864
  0.5001427 0.06127305
  0.4937869 0.06174279
  0.4874312 0.0621977
  0.4810758 0.06263766
  0.4747208 0.0630625
  0.4683664 0.06347201
  0.4620126 0.06386601
  0.4556597 0.0642443
  0.4493077 0.0646067
  0.4429566 0.06495303
  0.4366066 0.06528309
  0.4302577 0.0655967
  0.42391 0.06589366
  0.4175634 0.06617374
  0.4112182 0.06643675
  0.4048742 0.06668245
  0.3985317 0.06691064
  0.3921906 0.0671211
  0.3858511 0.06731362
  0.3795132 0.06748799
  0.373177 0.06764397
  0.3668427 0.06778134
  0.3605101 0.06789986
  0.3541796 0.06799931
  0.3478509 0.06807947
  0.3415242 0.06814009
  0.3351996 0.06818097
  0.3288769 0.06820186
  0.3225564 0.06820252
  0.316238 0.06818274
  0.3099221 0.06814226
  0.3036087 0.06808086
  0.2972982 0.06799831
  0.2909908 0.06789438
  0.284687 0.0677688
  0.278387 0.06762115
  0.2720914 0.06745105
  0.2658004 0.0672581
  0.2595144 0.06704191
  0.2532338 0.0668021
  0.246959 0.06653829
  0.2406902 0.06625003
  0.2344281 0.06593674
  0.228173 0.06559785
  0.2219255 0.0652328
  0.2156862 0.06484106
  0.2094558 0.06442209
  0.2032348 0.06397534
  0.1970242 0.06349992
  0.1908252 0.06299485
  0.1846392 0.06245917
  0.178468 0.061892
  0.1723137 0.06129255
  0.1661785 0.06066004
  0.1600649 0.05999313
  0.1539752 0.05929008
  0.1479116 0.05854915
  0.1418756 0.05776867
  0.1358686 0.05694699
  0.1298916 0.0560824
  0.1239465 0.0551727
  0.1180368 0.05421584
  0.1121676 0.05321019
  0.1063451 0.05215466
  0.1005769 0.05104857
  0.09487189 0.04988998
  0.08923938 0.04867597
  0.08368804 0.04740418
  0.07822576 0.04607286
  0.07285986 0.04468061
  0.06760089 0.0432246
  0.0624658 0.04170346
  0.05747557 0.04011929
  0.05265232 0.03847743
  0.04801759 0.03678547
  0.04358991 0.03505132
  0.03938022 0.03328284
  0.03539244 0.03148751
  0.03162596 0.02967197
  0.02809481 0.02784708
  0.02483749 0.02604037
  0.02188783 0.02428657
  0.01925506 0.02261365
  0.01692521 0.02103587
  0.0148696 0.01955144
  0.01304965 0.01814949
  0.01142855 0.0168175
  0.009975354 0.01554401
  0.008665022 0.0143193
  0.007477997 0.01313437
  0.006402402 0.01198249
  0.005432276 0.01086393
  0.004562677 0.00978238
  0.003787391 0.008741852
  0.003098572 0.007745013
  0.002487334 0.006792732
  0.001945003 0.005884441
  0.001470337 0.00502045
  0.0010648 0.004199072
  0.0007268566 0.003415755
  0.0004542215 0.002665134
  0.0002450153 0.00194189
  9.828716e-05 0.001240999
  1.431119e-05 0.0005577155
  -5.142098e-06 -0.0001125618
  4.356607e-05 -0.0007745144
  0.0001634072 -0.001432969
  0.0003525211 -0.002092207
  0.0006101516 -0.002755872
  0.0009373974 -0.003427158
  0.001337029 -0.004108844
  0.001813339 -0.004803135
  0.002371833 -0.005511164
  0.003018317 -0.006231881
  0.003756947 -0.0069601
  0.00459536 -0.007690643
  0.005547345 -0.008421587
  0.006627305 -0.009151173
  0.007848668 -0.009878327
  0.009221975 -0.01060404
  0.01075307 -0.01133376
  0.01244302 -0.01208131
  0.01429532 -0.01286797
  0.01633029 -0.01370025
  0.01857445 -0.01457788
  0.02105636 -0.01549752
  0.02380552 -0.01645139
  0.02685209 -0.01742592
  0.03022789 -0.0184053
  0.03395847 -0.01937969
  0.03805249 -0.02033952
  0.04249465 -0.02127643
  0.04724678 -0.02218719
  0.05226215 -0.02306575
  0.05748859 -0.02389768
  0.0628715 -0.02467173
  0.06836803 -0.02538221
  0.07395814 -0.02602873
  0.07963605 -0.02661299
  0.08539612 -0.02713712
  0.09123128 -0.02760376
  0.097133 -0.02801612
  0.1030917 -0.0283773
  0.1090988 -0.02868936
  0.1151471 -0.02895458
  0.1212311 -0.0291757
  0.127347 -0.02935575
  0.1334934 -0.02949793
  0.1396699 -0.02960485
  0.1458759 -0.02967897
  0.1521103 -0.02972282
  0.1583711 -0.02973902
  0.1646558 -0.02973031
  0.1709611 -0.02969923
  0.1772837 -0.02964723
  0.1836206 -0.02957544
  0.1899695 -0.02948508
  0.1963283 -0.02937738
  0.2026955 -0.02925362
  0.2090702 -0.02911504
  0.2154519 -0.02896256
  0.2218401 -0.02879684
  0.2282346 -0.02861853
  0.2346351 -0.02842828
  0.2410414 -0.02822676
  0.2474535 -0.02801464
  0.2538713 -0.02779257
  0.2602949 -0.02756116
  0.2667243 -0.027321
  0.2731592 -0.02707267
  0.2795994 -0.02681677
  0.2860445 -0.02655392
  0.292494 -0.02628473
  0.2989472 -0.02600983
  0.3054035 -0.02572969
  0.3118622 -0.02544455
  0.3183228 -0.02515463
  0.3247849 -0.02486016
  0.3312485 -0.02456135
  0.3377134 -0.02425839
  0.3441799 -0.02395149
  0.3506482 -0.02364085
  0.3571188 -0.02332669
  0.3635918 -0.02300932
  0.3700676 -0.02268903
  0.3765462 -0.02236611
  0.3830276 -0.02204087
  0.3895116 -0.02171362
  0.3959979 -0.02138469
  0.4024862 -0.02105439
  0.408976 -0.02072291
  0.4154668 -0.02039031
  0.4219583 -0.02005668
  0.4284503 -0.01972207
  0.4349424 -0.01938656
  0.4414346 -0.0190502
  0.4479268 -0.01871305
  0.4544191 -0.01837517
  0.4609114 -0.01803665
  0.4674039 -0.01769763
  0.4738965 -0.01735829
  0.4803894 -0.01701877
  0.4868824 -0.01667924
  0.4933755 -0.01633986
  0.4998685 -0.0160008
  0.5063615 -0.01566221
  0.5128541 -0.01532425
  0.5193463 -0.01498704
  0.5258378 -0.01465066
  0.5323286 -0.01431521
  0.5388187 -0.01398079
  0.5453079 -0.01364748
  0.5517963 -0.01331538
  0.5582838 -0.01298457
  0.5647705 -0.01265515
  0.5712565 -0.01232718
  0.5777418 -0.01200077
  0.5842265 -0.01167598
  0.5907105 -0.01135292
  0.5971938 -0.01103167
  0.6036765 -0.0107123
  0.6101584 -0.01039492
  0.6166396 -0.01007961
  0.6231199 -0.009766475
  0.6295993 -0.009455622
  0.6360778 -0.009147171
  0.6425554 -0.008841234
  0.649032 -0.008537923
  0.6555077 -0.008237348
  0.6619826 -0.007939621
  0.6684568 -0.007644849
  0.6749304 -0.007353122
  0.6814034 -0.007064498
  0.6878759 -0.00677903
  0.6943481 -0.006496776
  0.7008199 -0.00621779
  0.7072913 -0.005942131
  0.7137623 -0.005669857
  0.720233 -0.005401028
  0.7267032 -0.005135731
  0.7331728 -0.004874091
  0.7396418 -0.004616237
  0.74611 -0.004362297
  0.7525771 -0.004112401
  0.759043 -0.003866681
  0.7655073 -0.003625267
  0.7719697 -0.003388308
  0.77843 -0.003156035
  0.784888 -0.002928696
  0.7913438 -0.002706534
  0.7977975 -0.002489787
  0.8042494 -0.002278689
  0.8106999 -0.002073469
  0.8171496 -0.001874329
  0.823599 -0.001681351
  0.8300483 -0.001494588
  0.8364974 -0.001314104
  0.842946 -0.001139968
  0.8493936 -0.0009722562
  0.8558391 -0.0008110561
  0.8622815 -0.0006566262
  0.8687202 -0.0005093872
  0.8751548 -0.0003697531
  0.8815855 -0.0002381261
  0.8880129 -0.0001148993
  0.894438 -4.493366e-07
  0.9008619 0.0001049536
  0.907284 0.0002010835
  0.9137025 0.0002876991
  0.9201143 0.0003645543
  0.9265145 0.0004313516
  0.9328977 0.0004870553
  0.9392584 0.0005301557
  0.9455916 0.000559209
  0.9518925 0.0005728631
  0.9581536 0.0005703065
  0.9643497 0.0005515845
  0.9704352 0.0005172182
  0.9763505 0.0004678104
  0.9820155 0.0004015725
  0.9873336 0.0003177805
  0.9922255 0.000217922
  0.9966218 0.0001048277
  1.00001 0.0
