AG45c -03f
  0.06985433 0.03865157
  0.06455272 0.0372703
  0.05934043 0.03582025
  0.05422515 0.03429824
  0.04922024 0.03270326
  0.04434607 0.03103762
  0.03962935 0.0293046
  0.03509838 0.02751078
  0.03078527 0.02566664
  0.02673346 0.02379153
  0.02298569 0.02191245
  0.0195852 0.02005994
  0.01656025 0.01826819
  0.01391313 0.016563
  0.0116323 0.01496305
  0.009685258 0.01347799
  0.008030724 0.01210506
  0.006627152 0.0108362
  0.005434036 0.009661183
  0.004418852 0.008568485
  0.003554244 0.007547831
  0.002817938 0.006589894
  0.002194561 0.005685254
  0.001670367 0.004825812
  0.001235519 0.004005388
  0.0008836541 0.003219564
  0.0006089695 0.002465016
  0.0004095065 0.001739792
  0.0002837702 0.001041375
  0.0002324127 0.0003672859
  0.0002610561 -0.0002907203
  0.0003805458 -0.0009466746
  0.0006067062 -0.001602806
  0.000955018 -0.002244717
  0.001423059 -0.002855238
  0.002005322 -0.003421992
  0.00270036 -0.003952839
  0.00350284 -0.004464721
  0.004412319 -0.00496871
  0.00544242 -0.005468951
  0.006611782 -0.005972742
  0.007949514 -0.006485533
  0.009492669 -0.007014149
  0.0112862 -0.007565169
  0.01338583 -0.008139706
  0.01585392 -0.00873903
  0.01876039 -0.009360608
  0.02216 -0.009995005
  0.02606964 -0.01062983
  0.03045552 -0.01124279
  0.0352326 -0.01181379
  0.04031912 -0.01233029
  0.0456372 -0.01278475
  0.0511283 -0.01317704
  0.05674965 -0.01350988
  0.06246583 -0.01378847
  0.0682526 -0.0140166
  0.07409797 -0.01419867
  0.07999757 -0.01433994
  0.08594253 -0.014446
  0.09191936 -0.01452083
  0.0979189 -0.01456669
  0.1039387 -0.01458593
  0.1099775 -0.01458083
  0.1160315 -0.01455355
  0.122097 -0.01450549
  0.1281728 -0.01443789
  0.1342592 -0.0143521
  0.1403561 -0.01424951
  0.1464625 -0.01413142
  0.1525769 -0.01399904
  0.1586976 -0.01385341
  0.1648242 -0.01369524
  0.1709575 -0.01352524
  0.177098 -0.01334441
  0.1832439 -0.01315379
  0.1893934 -0.01295387
  0.1955496 -0.01274485
  0.2017182 -0.01252796
  0.2079011 -0.01230544
  0.2140958 -0.01207932
  0.2202985 -0.01185106
  0.2265056 -0.01162182
  0.2327146 -0.01139192
  0.2389234 -0.01116147
  0.2451314 -0.01093033
  0.2513386 -0.01069824
  0.2575457 -0.01046511
  0.2637532 -0.01023098
  0.2699612 -0.009995912
  0.2761697 -0.009759985
  0.2823789 -0.009523293
  0.2885886 -0.009285942
  0.2947987 -0.009048027
  0.3010086 -0.008809554
  0.3072181 -0.008570499
  0.313427 -0.008330791
  0.319636 -0.008090312
  0.3258462 -0.007849104
  0.3320573 -0.007607458
  0.3382675 -0.007365533
  0.3444757 -0.00712301
  0.3506836 -0.006879569
  0.356893 -0.006635581
  0.363103 -0.006391645
  0.3693118 -0.006147655
  0.3755198 -0.00590299
  0.3817292 -0.005657436
  0.3879407 -0.005411418
  0.3941529 -0.005165299
  0.4003642 -0.004918966
  0.4065752 -0.004672231
  0.4127867 -0.004425237
  0.4189986 -0.004178267
  0.4252101 -0.003931304
  0.4314212 -0.003684066
  0.4376325 -0.003436453
  0.4438445 -0.003188694
  0.4500564 -0.002940961
  0.4562673 -0.00269306
  0.4624772 -0.002444785
  0.4686865 -0.002196452
  0.4748958 -0.001948557
  0.4811057 -0.001701051
  0.4873164 -0.001453448
  0.4935275 -0.001205552
  0.4997391 -0.0009576294
  0.5059511 -0.0007099165
  0.5121636 -0.0004623985
  0.5183763 -0.0002150164
  0.5245892 3.2254e-05
  0.5308018 0.0002794141
  0.5370139 0.0005263801
  0.5432248 0.0007729953
  0.5494346 0.00101905
  0.555644 0.001264504
  0.5618536 0.001510038
  0.5680629 0.001755666
  0.5742718 0.002000737
  0.5804804 0.002245063
  0.5866898 0.002488681
  0.5929008 0.002731871
  0.5991123 0.002974971
  0.6053223 0.003217825
  0.6115308 0.003459963
  0.6177395 0.00370125
  0.6239492 0.00394193
  0.6301583 0.004182065
  0.6363658 0.004421375
  0.642573 0.004659813
  0.6487795 0.004898218
  0.654983 0.005136185
  0.6611872 0.005372345
  0.6673955 0.005607945
  0.6736037 0.005843353
  0.6798103 0.006077884
  0.6860179 0.006311476
  0.6922264 0.006544657
  0.6984309 0.006777161
  0.7046316 0.007007249
  0.7108345 0.007236913
  0.7170376 0.007466779
  0.7232402 0.007695399
  0.7294438 0.007922465
  0.7356499 0.008148313
  0.7418585 0.00837327
  0.7480681 0.008597638
  0.7542761 0.008821382
  0.7604813 0.009043902
  0.7666853 0.009264773
  0.7728904 0.009484207
  0.779097 0.009702495
  0.7853043 0.009919738
  0.7915114 0.01013597
  0.7977177 0.01035114
  0.8039232 0.01056518
  0.8101277 0.01077792
  0.8163293 0.01098905
  0.8225245 0.01119797
  0.828712 0.0114033
  0.834896 0.01160394
  0.8410821 0.01180027
  0.8472715 0.01199315
  0.853461 0.01218259
  0.8596464 0.01236808
  0.8658248 0.01254885
  0.872 0.01272396
  0.8781825 0.01289342
  0.8843766 0.01305948
  0.8905694 0.01322378
  0.8967461 0.01338387
  0.9029123 0.01353654
  0.9090846 0.01368213
  0.9152659 0.0138231
  0.9214432 0.01395976
  0.9276087 0.01408988
  0.9337672 0.01421191
  0.9399257 0.01432611
  0.9460845 0.01443293
  0.9522385 0.0145328
  0.9583801 0.01462605
  0.9644927 0.01471074
  0.9705376 0.01478322
  0.9764597 0.01484223
  0.9822159 0.01489025
  0.9877572 0.01493061
  0.9928198 0.0149673
  0.9970888 0.01500165
  1.000152 0.015029
