  SD8040 (10%)
  0.6945403 -0.007912743
  0.7017553 -0.007574887
  0.7089652 -0.007239288
  0.7161703 -0.006906231
  0.7233711 -0.006575969
  0.7305679 -0.006248725
  0.7377609 -0.005924734
  0.7449499 -0.005604242
  0.7521344 -0.005287501
  0.7593139 -0.004974777
  0.7664874 -0.004666351
  0.7736539 -0.004362616
  0.7808129 -0.004064023
  0.7879644 -0.003770999
  0.7951086 -0.003483952
  0.8022464 -0.003203269
  0.809379 -0.002929318
  0.816508 -0.002662364
  0.8236343 -0.002402526
  0.8307579 -0.002149944
  0.8378776 -0.001904793
  0.8449916 -0.001667275
  0.8520967 -0.00143762
  0.8591894 -0.001216328
  0.8662672 -0.001004186
  0.8733291 -0.0008019354
  0.8803757 -0.0006102632
  0.8874093 -0.0004298108
  0.8944328 -0.0002610246
  0.9014464 -0.0001038411
  0.9084433 4.179417e-05
  0.9154105 0.0001758534
  0.9223286 0.0002982644
  0.9291743 0.0004076454
  0.9359259 0.00050075
  0.9425652 0.0005746453
  0.9490785 0.0006269393
  0.9554525 0.0006564726
  0.9616571 0.0006642434
  0.9676416 0.000651999
  0.9733498 0.0006218779
  0.9787356 0.000571827
  0.983773 0.0004977735
  0.9884565 0.000398499
  0.9927941 0.0002759325
  0.996794 0.0001344077
  1.0 0.0
